,index,application,sm_app_clock,gr_engine_active,sm_active,sm_occupancy,TENSO,dram_active,fp64_active,fp32_active,FP16A,pcie_tx_bytes,pcie_rx_bytes,gpu_utilization,mem_copy_utilization,MUSAM,GUSAM,power_usage,total_energy_consumption,run_time,fp_active
616,616,fft,742,0.999633979,0,0,0,0.689619916,0.157582668,0.521477765,0,22718069.12,42151848.11,98.67806918,89.29494489,88.32383124,97.71531737,128.6304135,1184.215,25.76,0.157582668
617,617,fft,750,0.997290584,0,0,0,0.707571023,0.157933442,0.528844968,0,25290835.54,57381884.05,98.47118506,91.99025974,91.96996753,97.47118506,132.3251725,1169.189,24.55666667,0.157933442
618,618,fft,757,0.998395284,0,0,0,0.712857714,0.160981215,0.536720624,0,24121758.72,55427724.02,98.73581135,92.35611511,92.32214229,97.73581135,134.4226511,1186.982,24.7,0.160981215
619,619,fft,765,0.999964864,0,0,0,0.707921042,0.154088827,0.516362811,0,22646757.38,43516188.18,98.87485195,92.51835768,92.52348993,97.92064745,134.6556277,1187.477,24.44666667,0.154088827
620,620,fft,772,0.99996978,0,0,0,0.717056907,0.156709184,0.52178179,0,23292255.61,44721826.93,98.61420722,92.18642072,92.13304553,97.605573,134.5280573,1187.124,24.54333333,0.156709184
621,621,fft,780,0.999983105,0,0,0,0.73892679,0.160224457,0.531466211,0,22478778.86,43581761.67,98.57240547,96.08527755,96.06717619,97.56154465,139.136889,1168.102,23.63666667,0.160224457
622,622,fft,787,0.999996144,0,0,0,0.74082862,0.161086547,0.536264781,0,22450942.07,43791983.78,98.93059126,96.46272494,96.44601542,97.94730077,137.4009297,1153.585,23.94,0.161086547
623,623,fft,795,0.999884139,0,0,0,0.747633177,0.152690466,0.523633604,0,23779431,45233267.9,98.66438649,96.16930312,96.17913638,97.71526293,139.0985442,1171.899,23.88333333,0.152690466
624,624,fft,802,0.999874251,0,0,0,0.743923867,0.161043199,0.533434987,0,22207001.75,42991978.84,98.61248931,96.04961506,96.0295124,97.63301967,139.1410607,1169.164,24.07666667,0.161043199
625,625,fft,810,0.999953907,0,0,0,0.774062335,0.164837577,0.546200615,0,23787445.32,45127704.71,98.50746269,97.84899034,97.78358209,97.47058824,144.0624794,1157.994,23.16666667,0.164837577
626,626,fft,817,0.999966376,0,0,0,0.416668742,0.152464508,0.3024533,0,9037551.415,20228933.49,100,100,100,99,143.8077995,319.022,23.19,0.152464508
627,627,fft,825,0.999969414,0,0,0,0.781373407,0.159866185,0.530429482,0,24117598.58,46404471.34,98.40271878,97.90526763,97.89762107,97.43585387,144.1786971,1159.717,23.10333333,0.159866185
628,628,fft,832,0.999641329,0,0,0,0.772843423,0.159950842,0.530114247,0,23622819.75,44719258.27,98.56804734,97.87164315,97.85525717,97.56486117,144.2112922,1161.854,23.25,0.159950842
629,629,fft,840,0.997716039,0,0,0,0.807975878,0.160012696,0.540678375,0,30393065.89,45663702.33,98.57088447,97.86500212,97.93101989,97.59923826,150.2482006,1165.249,22.64666667,0.160012696
630,630,fft,847,0.998091564,0,0,0,0.798871914,0.162686728,0.542275206,0,25863748.44,44054233.51,98.62860082,97.98971193,97.98971193,97.66100823,148.5385972,1151.252,22.30333333,0.162686728
631,631,fft,855,0.999595178,0,0,0,0.798827223,0.157852336,0.533383727,0,22695199.84,43602043.74,98.46509292,97.98292315,97.96283275,97.50929181,148.6972918,1151.95,22.31333333,0.157852336
632,632,fft,862,0.998012358,0,0,0,0.803765695,0.162354424,0.536152743,0,24494970.68,58610747.87,97.99505685,97.3954523,97.33662877,96.95353435,146.4767973,1137.574,22.4,0.162354424
633,633,fft,870,0.99983413,0,0,0,0.843090822,0.165410134,0.542881453,0,23630653.22,46093412.04,98.5291587,97.92782027,97.92782027,97.53489484,151.3495908,1120.742,21.7,0.165410134
634,634,fft,877,0.999896154,0,0,0,0.827494712,0.165187019,0.542850481,0,22421343.75,44016143.16,98.88894231,98.2,98.125,97.88269231,153.3587625,1140.124,21.82333333,0.165187019
635,635,fft,885,1,0,0,0,0.843392102,0.157220969,0.532279267,0,23814037.31,47151206.56,98.28020686,97.74330042,97.74330042,97.29055007,153.2574758,1140.707,21.73333333,0.157220969
636,636,fft,892,0.999638161,0,0,0,0.834508046,0.16089931,0.532265287,0,23878683.14,46424552.39,98.5291954,97.83356322,97.83356322,97.5291954,153.4421499,1140.42,21.61,0.16089931
637,637,fft,900,0.999863481,0,0,0,0.862391516,0.162192589,0.536760117,0,23748859.85,46698716.9,98.45246221,97.85665529,97.83373964,97.48122867,155.6261599,1136.855,21.46,0.162192589
638,638,fft,907,0.999894348,0,0,0,0.843478605,0.159473851,0.538736926,0,22321231.39,44589536.74,98.36238774,97.977813,97.95985209,97.33861595,155.9511088,1131.604,21.17666667,0.159473851
639,639,fft,915,0.999788388,0,0,0,0.862327735,0.157732246,0.53459357,0,23383514.85,45825053.2,98.48512476,97.8987524,97.8987524,97.49328215,156.265392,1138.593,21.55,0.157732246
640,640,fft,922,0.999805266,0,0,0,0.87552459,0.158227024,0.542689021,0,23607051.6,45970682.59,98.56631893,98.24739195,98.2295082,97.59115748,156.5024461,1111.353,21.67666667,0.158227024
641,641,fft,930,0.999616745,0,0,0,0.863920957,0.154662507,0.537014561,0,23111979.16,45747969.42,98.28913157,97.76287051,97.73894956,97.33385335,156.1931565,1121.143,21.33666667,0.154662507
642,642,fft,937,0.999826818,0,0,0,0.875485898,0.158023256,0.527613558,0,24945233.39,48191922.24,98.77337952,97.89015339,97.89015339,97.79861455,158.5744572,1136.728,21.14666667,0.158023256
643,643,fft,945,0.999754829,0,0,0,0.876472016,0.157410599,0.518946508,0,24450653.89,47893019.8,98.41307578,97.83952452,97.81426449,97.4576523,158.9424948,1136.27,21.45,0.157410599
644,644,fft,952,0.99738136,0,0,0,0.866498741,0.153648866,0.513147103,0,23612588.94,46901262.51,98.34508816,97.84483627,97.84483627,97.38639798,160.5685718,1153.831,21.29333333,0.153648866
645,645,fft,960,0.999973359,0,0,0,0.873835871,0.152513321,0.511001903,0,24420173.89,47620995.18,98.09942912,97.7378687,97.7188392,97.1246432,158.931618,1140.492,20.82,0.152513321
646,646,fft,967,0.997947205,0,0,0,0.855455487,0.154488095,0.501719462,0,28452941.57,44422733.86,98.20186335,97.51552795,97.48964803,97.22774327,156.8124829,1125.564,21.10666667,0.154488095
647,647,fft,975,0.999983677,0,0,0,0.881432549,0.153655785,0.506693231,0,25184218.35,48774325.4,98.31829093,98.02112338,97.97839654,97.32885262,157.2714993,1123.964,21.20666667,0.153655785
648,648,fft,982,0.999910671,0,0,0,0.872222115,0.151582327,0.515346692,0,24239854.28,47530513.22,98.70835345,98.23032352,98.20859488,97.67745051,159.4418672,1142.072,21.01,0.151582327
649,649,fft,990,0.998188421,0,0,0,0.873849162,0.148137125,0.498132047,0,25647464.48,49714241.18,98.34941595,97.66683596,97.62163535,97.34281361,159.3498167,1145.506,21.40333333,0.148137125
650,650,fft,997,0.999697001,0,0,0,0.876219115,0.151785968,0.498046772,0,23862418.66,46594641.38,98.15760041,97.76258261,97.74885613,97.1581088,161.7552125,1155.879,20.55333333,0.151785968
651,651,fft,1005,0.997968091,0,0,0,0.856392692,0.146722079,0.490370561,0,28641593.44,46256716.44,98.74678332,98.14462172,98.14462172,97.8018528,159.8268379,1143.748,21.27666667,0.146722079
652,652,fft,1012,0.99991127,0,0,0,0.867875064,0.147669046,0.489597654,0,23684755.89,46340429.98,98.38347782,97.75012749,97.75012749,97.3890872,162.0333055,1158.341,21,0.147669046
653,653,fft,1020,0.999982107,0,0,0,0.878064115,0.146277833,0.486435388,0,24967185.9,48960205.42,98.43439364,97.76341948,97.73856859,97.43687873,162.3426486,1160.623,20.98,0.146277833
654,654,fft,1027,0.999747076,0,0,0,0.872393275,0.14577193,0.489808967,0,24720026.15,48192277.5,98.35185185,97.61306043,97.60672515,97.35867446,160.1920673,1146.383,20.99333333,0.14577193
655,655,fft,1035,0.999768312,0,0,0,0.868864416,0.144933506,0.481884675,0,24406682.18,48206309.39,98.73350649,98.1787013,98.15896104,97.73246753,160.4530499,1150.527,20.96666667,0.144933506
656,656,fft,1042,0.999972493,0,0,0,0.880755102,0.144083407,0.473729814,0,25687677.75,49722496.36,98.43123336,98.17125111,98.12777285,97.47471162,162.6815098,1161.678,21.09333333,0.144083407
657,657,fft,1050,0.999851815,0,0,0,0.876201109,0.13871875,0.469525706,0,24788129.33,47918849.4,98.37449597,97.83014113,97.83014113,97.4077621,162.7845373,1169.923,20.51,0.13871875
658,658,fft,1057,0.999996246,0,0,0,0.879303613,0.14263726,0.468788832,0,25444774.76,49739135.83,98.58564054,98.03378695,98.00797748,97.57250117,160.9271896,1152.58,20.86666667,0.14263726
659,659,fft,1065,0.999846154,0,0,0,0.875978381,0.138770739,0.460848165,0,25207328.59,48785839.01,98.29210659,97.88134741,97.85972851,97.29009553,161.0638024,1153.784,20.85333333,0.138770739
660,660,fft,1072,0.999791008,0,0,0,0.868422925,0.137591403,0.464788043,0,24700541.68,47456730.99,98.61709486,98.33893281,98.32756917,97.63241107,158.9558898,1137.384,20.35,0.137591403
661,661,fft,1080,0.998545093,0,0,0,0.147896552,0.151490716,0.263030504,0,4536482.016,8952729.655,100,100,100,99,161.1200385,442.581,20.48666667,0.151490716
662,662,fft,1087,0.999,0,0,0,0.865,0.151490716,0.455,0,18137703,40093870,100,100,100,99,160.407,442.581,20.85333333,0.151490716
663,663,fft,1095,0.999874439,0,0,0,0.868331839,0.135261584,0.453970105,0,24360319.5,47408861.01,98.65321375,97.94170404,97.98206278,97.67862481,159.6002626,1142.465,20.64333333,0.135261584
664,664,fft,1102,0.998338718,0,0,0,0.874971227,0.135939425,0.446799596,0,31820861.6,48940383.54,98.38414942,98.03836446,97.98182736,97.38263503,159.731473,1144.497,20.27,0.135939425
665,665,fft,1110,0.999857143,0,0,0,0.877105894,0.131232268,0.444961039,0,25559547.42,50040940.59,98.42657343,97.77722278,97.75224775,97.42857143,161.9257343,1162.143,20.98666667,0.131232268
666,666,fft,1117,0.997665547,0,0,0,0.875203935,0.132705374,0.441411708,0,25564461.31,52094436.27,98.11420345,97.69097889,97.67082534,97.15019194,161.296858,1160.403,20.5,0.132705374
667,667,fft,1125,0.999914498,0,0,0,0.879965613,0.131344331,0.436001859,0,25291510.76,48691988.12,98.2644052,97.82760223,97.89033457,97.31366171,159.6834191,1148.803,20.55666667,0.131344331
668,668,fft,1132,0.998081112,0,0,0,0.864692002,0.131630743,0.430607487,0,23960340.74,47054239.62,98.02836075,97.30572887,97.22858763,97.01928531,161.5035553,1163.891,20.52666667,0.131630743
669,669,fft,1140,0.998326804,0,0,0,0.874430483,0.128274725,0.430779264,0,26784084.66,61751355.86,98.52460583,97.88246536,97.88246536,97.49976111,162.2022714,1162.885,20.45333333,0.128274725
670,670,fft,1147,0.999567015,0,0,0,0.878588939,0.129854509,0.43098854,0,25731265.64,49023600.2,98.06178376,97.5834579,97.52267065,97.11958146,162.2455092,1168.271,20.85666667,0.129854509
671,671,fft,1155,0.999876115,0,0,0,0.880712587,0.128863726,0.428359267,0,25215051.45,48861993.85,98.91526264,98.64866204,98.62537166,97.90981169,165.0425213,1176.285,20.88666667,0.128863726
672,672,fft,1162,0.99980934,0,0,0,0.87832884,0.129316803,0.427044776,0,25560620.63,49583458.78,98.41887338,98.02214733,97.99903707,97.45113144,162.683857,1165.757,20.45,0.129316803
673,673,fft,1170,0.997313659,0,0,0,0.875883902,0.125817073,0.422240976,0,25368548.91,49587313.87,97.99902439,97.54146341,97.54146341,97.03317073,162.2457502,1166.303,21.15333333,0.125817073
674,674,fft,1177,0.998602679,0,0,0,0.871469742,0.127224206,0.417828869,0,25366071.71,53677602.88,98.25396825,97.76289683,97.7405754,97.26785714,164.8181126,1187.003,20.93666667,0.127224206
675,675,fft,1185,0.997749631,0,0,0,0.87560305,0.126256272,0.415181505,0,25790596.9,50770088.22,98.05115593,97.61583866,97.57599606,97.03443187,169.5160236,1218.501,20.72,0.126256272
676,676,fft,1192,0.994827082,0,0,0,0.864726741,0.123644423,0.414821237,0,32504657.06,50056970.53,98.07501218,97.4174379,97.39113492,97.09254749,166.8640823,1206.225,20.67333333,0.123644423
677,677,fft,1200,0.999736469,0,0,0,0.87419474,0.124578149,0.406611533,0,25204353.89,48838327.6,98.38543247,97.7693475,97.74658574,97.40667678,167.9960303,1200.168,20.77333333,0.124578149
678,678,fft,1207,0.999515763,0,0,0,0.441553594,0.123460277,0.234572509,0,11498411.34,24287442.54,100,100,100,99,168.038628,462.01,20.47666667,0.123460277
679,679,fft,1215,0.999566376,0,0,0,0.868404921,0.123577652,0.406028703,0,25177091.11,49870140.54,98.97898514,98.48385443,98.45873911,97.99231164,168.0519493,1206.559,20.76333333,0.123577652
680,680,fft,1222,0.998577744,0,0,0,0.875436484,0.122079268,0.404822154,0,30829924.99,49941487.73,98.7195122,98.07926829,98.02845528,97.69207317,170.4249299,1223.27,20.56666667,0.122079268
681,681,fft,1230,0.998760168,0,0,0,0.871140252,0.121154278,0.401242637,0,24858358.5,48960819.65,97.96867695,97.24871435,97.24263675,96.99953249,169.8464474,1222.761,21.12,0.121154278
682,682,fft,1237,0.999885948,0,0,0,0.862396535,0.119757459,0.401717036,0,24323667.84,48186663.14,98.62367661,98.02694899,98.0105871,97.6280077,175.1811838,1250.516,20.68666667,0.119757459
683,683,fft,1245,0.999988636,0,0,0,0.883621542,0.118288043,0.397353261,0,26100540.8,50536176.04,98.27075099,97.92588933,97.91798419,97.26333992,172.9795697,1241.55,20.66,0.118288043
684,684,fft,1252,0.999750916,0,0,0,0.865828362,0.119254317,0.396750392,0,24392759.7,47587213.59,98.29408687,97.74358974,97.72056515,97.31763475,174.3245625,1254.648,20.15,0.119254317
685,685,fft,1260,0.999962282,0,0,0,0.87889265,0.118675048,0.387310445,0,25184614.61,49672345.24,98.38588008,98.07205029,98.0459381,97.38588008,177.41631,1274.486,20.67333333,0.118675048
686,686,fft,1267,0.999970085,0,0,0,0.875299145,0.116634853,0.392906458,0,24992703.43,48738817.69,98.27540361,97.93304843,97.88983856,97.29819563,175.7238082,1263.572,20.49,0.116634853
687,687,fft,1275,0.999969832,0,0,0,0.876649852,0.115710188,0.387295252,0,25694272.27,50615197.04,98.52818991,98.1305638,98.10830861,97.51335312,180.2641484,1294.722,21.09666667,0.115710188
688,688,fft,1282,0.999685068,0,0,0,0.869236593,0.115084122,0.384074132,0,24807153.58,47805832.43,98.53680336,98.22502629,97.73133544,97.30389064,180.1790131,1294.543,21.08,0.115084122
689,689,fft,1290,0.999588822,0,0,0,0.86951497,0.111969062,0.385892216,0,24902963.13,48293637.59,98.3498004,97.79191617,97.77045908,97.37724551,180.3711682,1295.123,20.47333333,0.111969062
690,690,fft,1297,0.999642374,0,0,0,0.860203019,0.114086413,0.385058824,0,23482093.68,47738957.23,98.2368558,97.93076523,97.96043727,97.32170744,180.8419172,1295.518,20.73,0.114086413
691,691,fft,1305,0.998104902,0,0,0,0.877309314,0.112960294,0.374177941,0,31275029,49858660.83,98.40882353,98.09509804,98.0622549,97.39117647,183.1605343,1315.912,20.50666667,0.112960294
692,692,fft,1312,0.997533368,0,0,0,0.875921366,0.11282566,0.376086394,0,27182921.34,61932817.2,98.02172788,97.5499224,97.49042938,96.99896534,185.155464,1332.898,20.94,0.11282566
693,693,fft,1320,0.999677901,0,0,0,0.867879558,0.113492818,0.37370221,0,25381695.68,48938743.66,98.56077348,97.84751381,97.86464088,97.56298343,183.7874851,1320.544,20.74333333,0.113492818
694,694,fft,1327,0.999350979,0,0,0,0.865470619,0.112931181,0.37435892,0,24614610.67,48502825.17,98.66596083,98.07993647,98.12916887,97.69931181,188.2414219,1348.647,20.90666667,0.112931181
695,695,fft,1335,0.999989153,0,0,0,0.87189876,0.11083936,0.367625517,0,25255330.15,49640487.89,98.35743802,97.59090909,97.59090909,97.38481405,186.366642,1330.832,20.35333333,0.11083936
696,696,fft,1342,0.999495885,0,0,0,0.870376543,0.110686214,0.37299537,0,25004735.54,48836192.68,98.32716049,98.03806584,98.01903292,97.36728395,188.6539151,1358.065,20.84,0.110686214
697,697,fft,1350,0.999989333,0,0,0,0.870376543,0.109157333,0.379664,0,25004735.54,48836192.68,100,100,100,99,189.215144,410.223,20.70666667,0.109157333
698,698,fft,1357,0.999781398,0,0,0,0.881417847,0.109684136,0.366891879,0,26053575.22,51118344.87,98.54202077,98.19546742,95.55949008,95.73654391,193.3440477,1388.168,20.7,0.109684136
699,699,fft,1365,0.999979761,0,0,0,0.878163753,0.108649954,0.357942042,0,26173090.52,50685105.3,98.42870285,97.72309108,97.76448942,97.48206072,191.6569328,1375.889,20.46666667,0.108649954
700,700,fft,1372,0.999419057,0,0,0,0.874969859,0.109973262,0.357253768,0,30047373.16,50600542.27,98.40836169,97.75012154,97.7204667,97.41079242,194.2867973,1398.485,20.28666667,0.109973262
701,701,fft,1380,0.999686734,0,0,0,0.864784281,0.10798272,0.36356689,0,26995976.25,51817596.57,98.61426979,97.99721293,97.98216276,97.58807135,194.7013423,1389.393,20.98,0.10798272
702,702,ge,510,0.999997004,0,0,0,0.039750874,0.10798272,0.021864703,0,13952952.58,16014373.62,98.45731403,6.418372441,5.91562656,97.58961558,56.79815027,757.523,30.69,0.021864703
703,703,ge,517,1,0,0,0,0.040227496,0.10798272,0.021795417,0,14290298.71,16220364.87,99.14402619,6.498636116,5.936170213,98.30496454,56.84335025,755.424,30.91333333,0.021795417
704,704,ge,525,0.999996286,0,0,0,0.040646684,0.10798272,0.021587268,0,14885873.61,16665432.13,99.16604775,6.513527851,6.151724138,98.22811671,57.43839788,750.345,30.81666667,0.021587268
705,705,ge,532,0.999990519,0,0,0,0.040902956,0.10798272,0.021376464,0,14673811.65,16679964.05,98.83881762,6.474623536,6.137200223,97.87060792,57.36876408,750.212,30.97,0.021376464
706,706,ge,540,1,0,0,0,0.041172527,0.10798272,0.021514286,0,13996184.06,15903359.68,99.2467033,6.536263736,6.236813187,98.34450549,58.5895011,757.175,30.91,0.021514286
707,707,ge,547,0.999974727,0,0,0,0.041657668,0.10798272,0.021454911,0,15527087.96,16967753.68,98.93222286,6.487076393,6.198161976,97.97759908,57.10082194,739.141,30.88,0.021454911
708,708,ge,555,1,0,0,0,0.025352113,0.10798272,0.017,0,9344648.282,12169774.65,100,7.610755442,7,99,60.28170807,194.523,30.82,0.017
709,709,ge,562,0.999995028,0,0,0,0.041464641,0.10798272,0.020861878,0,15232008.52,17162296.4,99.20607735,6.743646409,6.340331492,98.22762431,57.46389392,730.1,30.63666667,0.020861878
710,710,ge,570,0.999984436,0,0,0,0.042551417,0.10798272,0.020713174,0,15033459.16,17009214.15,98.96942746,6.832128961,6.33463035,97.98554753,58.80793941,737.939,30.94,0.020713174
711,711,ge,577,0.999975039,0,0,0,0.041564743,0.10798272,0.021032761,0,14206305.5,16078600.06,98.90015601,6.750390016,6.335933437,97.92563703,57.89013313,729.883,30.96333333,0.021032761
712,712,ge,585,0.999930704,0,0,0,0.042049577,0.10798272,0.020729577,0,14411087.17,16433224.39,99.23549296,6.832676056,6.358309859,98.25408451,59.05811775,737.325,30.37333333,0.020729577
713,713,ge,592,0.999983137,0,0,0,0.043808319,0.10798272,0.021078696,0,14508860.9,16795831.89,98.74592468,7.089938168,6.42158516,97.8133783,59.15375267,718.559,29.10666667,0.021078696
714,714,ge,600,1,0,0,0,0.032785714,0.10798272,0.017,0,14156478.64,9216457.714,100,8,7.714285714,99,62.01085714,100.499,28.91333333,0.017
715,715,ge,607,1,0,0,0,0.05,0.10798272,0.017010127,0,15583749,19274637,100,8,7.688607595,99.04303797,61.90748608,202.795,29.53,0.017010127
716,716,ge,615,0.999968951,0,0,0,0.044175747,0.10798272,0.020944933,0,15367144.16,17578058.91,98.71118922,7.111306385,6.646748682,97.72993556,59.79486936,716.578,29.48666667,0.020944933
717,717,ge,622,0.999981201,0,0,0,0.045399636,0.10798272,0.020417829,0,14676789.27,16506219.87,98.65009096,7.250454821,6.742874469,97.5797453,60.18649848,714.391,29.32666667,0.020417829
718,718,ge,630,0.999961154,0,0,0,0.046073573,0.10798272,0.021051795,0,15390901.46,17710222.91,98.92054149,7.3566804,6.984696881,97.95291348,61.41274632,701.791,28.17333333,0.021051795
719,719,ge,637,0.999990354,0,0,0,0.045946624,0.10798272,0.020911254,0,14349704.27,16389134.29,98.93054662,7.401286174,7.108681672,97.9414791,61.51582508,703.6,28.45333333,0.020911254
720,720,ge,645,0.999995143,0,0,0,0.047156041,0.10798272,0.020436551,0,15083982.91,16970456.65,98.56709168,7.524590164,7.045537341,97.61687917,61.8728476,698.514,27.99,0.020436551
721,721,ge,652,0.998996207,0,0,0,0.047264855,0.10798272,0.020130215,0,14664822.48,16482112.5,98.45891277,7.603666245,7.19721871,97.488622,63.67418837,719.318,28.17333333,0.020130215
722,722,ge,660,1,0,0,0,0.04841128,0.10798272,0.020970849,0,15303931.94,17550191.64,98.74271229,7.867553866,7.290874525,97.79721166,63.20400317,690.138,27.41,0.020970849
723,723,ge,667,0.999997367,0,0,0,0.048993417,0.10798272,0.021112574,0,14774150.99,17045510.12,98.34891376,7.779460171,7.252797893,97.36866359,63.18316327,688.705,27.04,0.021112574
724,724,ge,675,0.998588662,0,0,0,0.048721819,0.10798272,0.020427159,0,15278139.36,17735745.06,98.87343441,7.901779829,7.408042189,97.90837179,63.70799802,685.857,26.91666667,0.020427159
725,725,ge,682,0.999605606,0,0,0,0.048799218,0.10798272,0.020603651,0,15334525.32,17827290.56,98.56453716,7.882659713,7.334419817,97.55084746,64.45892764,696.856,26.90333333,0.020603651
726,726,ge,690,1,0,0,0,0.050774718,0.10798272,0.020884181,0,15570146.07,17464479.83,98.81991525,8.165960452,7.75,97.81567797,65.07261511,676.749,25.91333333,0.020884181
727,727,ge,697,1,0,0,0,0.05025594,0.10798272,0.021008826,0,15295617.97,17683222.66,98.26069246,8.084181942,7.610997963,97.37813985,65.80169518,686.624,26.39,0.021008826
728,728,ge,705,0.999978261,0,0,0,0.050930707,0.10798272,0.020648098,0,15204618.73,17624815.5,98.33220109,8.114809783,7.727581522,97.32540761,66.23270652,684.701,25.63333333,0.020648098
729,729,ge,712,0.99997535,0,0,0,0.051761492,0.10798272,0.020854763,0,15126843.89,17875021.6,98.5709527,8.132578281,7.760159893,97.58161226,66.01342239,685.58,26.47333333,0.020854763
730,730,ge,720,0.999988128,0,0,0,0.052938547,0.10798272,0.020407123,0,15149933.37,17003661.93,98.32541899,8.672486034,8.115223464,97.36382682,66.63435126,670.05,25.34,0.020407123
731,731,ge,727,0.999968202,0,0,0,0.052570409,0.10798272,0.020560675,0,15895454,18206745.46,99.09733939,8.624269955,8.127839066,98.10772226,67.48204153,678.339,25.06,0.020560675
732,732,ge,735,0.999984195,0,0,0,0.053326868,0.10798272,0.020184626,0,15384709.73,17533178.83,98.1875,8.586206897,8.079022989,97.22916667,67.83215086,679.564,25.10333333,0.020184626
733,733,ge,742,0.999990141,0,0,0,0.05346338,0.10798272,0.020092254,0,15417738.6,17582152.06,98.33732394,8.605633803,8.098591549,97.37746479,67.80571127,677.225,25.76,0.020092254
734,734,ge,750,0.999985328,0,0,0,0.054451737,0.10798272,0.020462548,0,16484626.95,18625474.53,98.78996139,8.88957529,8.46023166,97.81776062,70.02596988,680.238,24.55666667,0.020462548
735,735,ge,757,0.999961733,0,0,0,0.054849097,0.10798272,0.020384116,0,14673966.68,17069559.21,99.00649819,8.922743682,8.477256318,98.04404332,69.2652426,669.994,24.7,0.020384116
736,736,ge,765,0.999987275,0,0,0,0.055076347,0.10798272,0.02022979,0,15503782.5,17918253.84,98.42290419,8.914670659,8.505239521,97.44011976,69.27591317,669.274,24.44666667,0.02022979
737,737,ge,772,0.997824942,0,0,0,0.055661503,0.10798272,0.02020914,0,17202615.67,35307732.3,98.27652982,8.907048799,8.435321456,97.34779241,69.28221921,670.325,24.54333333,0.02020914
738,738,ge,780,1,0,0,0,0.055856379,0.10798272,0.020734912,0,15837343.72,18494046.01,98.81283422,9.211611917,8.72421696,97.84186402,70.70228877,659.713,23.63666667,0.020734912
739,739,ge,787,0.999982262,0,0,0,0.056218034,0.10798272,0.020591279,0,14911706.52,17691891.78,98.72579453,9.193643755,8.815225425,97.79748707,70.75496157,657.962,23.94,0.020591279
740,740,ge,795,0.999967643,0,0,0,0.057033128,0.10798272,0.020052388,0,14927161.29,17511871.87,98.00308166,9.241910632,8.724191063,97.0146379,71.16604391,659.163,23.88333333,0.020052388
741,741,ge,802,1,0,0,0,0.069,0.10798272,0.017,0,9559186,11637270,100,10.65394402,10,99,75.12208651,245.948,24.07666667,0.017
742,742,ge,810,0.998207782,0,0,0,0.058329961,0.10798272,0.020606226,0,15596750.93,18303849.81,97.91595331,9.543190661,8.951750973,96.9618677,72.33756654,651.513,23.16666667,0.020606226
743,743,ge,817,0.999992281,0,0,0,0.061033448,0.10798272,0.020132933,0,16348186.37,18512624.46,98.94768439,9.769296741,9.177530017,97.96569468,71.82447427,640.977,23.19,0.020132933
744,744,ge,825,1,0,0,0,0.058168618,0.10798272,0.020272443,0,15659025.36,18400702.91,98.68540203,9.636221702,9.162373146,97.735363,71.96681967,641.52,23.10333333,0.020272443
745,745,ge,832,0.999996085,0,0,0,0.059124511,0.10798272,0.020238058,0,15629740.4,18155519.42,98.41816758,9.646045419,9.142521535,97.49021143,73.82296554,661.562,23.25,0.020238058
746,746,ge,840,0.999983092,0,0,0,0.060538647,0.10798272,0.020602254,0,15601005.17,18293772.15,98.86553945,9.898550725,9.507246377,97.92431562,74.24549114,642.325,22.64666667,0.020602254
747,747,ge,847,0.99767033,0,0,0,0.061459184,0.10798272,0.020177394,0,15540983.02,18262339.88,98.26216641,9.944270016,9.521978022,97.33359498,74.46649608,644.116,22.30333333,0.020177394
748,748,ge,855,0.99999348,0,0,0,0.06194458,0.10798272,0.020351263,0,15431426.44,18305105.25,98.57212714,9.9600652,9.520782396,97.59494703,74.64152812,641.49,22.31333333,0.020351263
749,749,ge,862,0.999976667,0,0,0,0.0609575,0.10798272,0.02037,0,15997516.27,18668820.88,98.78166667,9.979166667,9.546666667,97.84416667,74.53038583,642.841,22.4,0.02037
750,750,ge,870,0.999990694,0,0,0,0.062989848,0.10798272,0.020692047,0,16231640.23,18845588.24,98.50592217,10.26734349,9.784263959,97.57360406,74.76644924,627.076,21.7,0.020692047
751,751,ge,877,0.99998903,0,0,0,0.06269789,0.10798272,0.020677637,0,14380255.83,17252314.78,97.52995781,10.19915612,9.692827004,96.50042194,75.63495021,637.981,21.82333333,0.020677637
752,752,ge,885,1,0,0,0,0.062821963,0.10798272,0.02065807,0,16084810.59,18671426.61,98.80865225,10.30282862,9.765391015,97.89184692,76.14372962,634.652,21.73333333,0.02065807
753,753,ge,892,1,0,0,0,0.002802632,0.10798272,0.017,0,627502.4211,739968.2763,100,11.98421053,11,99,79.42727105,216.872,21.61,0.017
754,754,ge,900,1,0,0,0,0.03854498,0.10798272,0.017005215,0,9604749.297,11312260.49,100,11.50195567,11.33246415,99,80.06436375,258.819,21.46,0.017005215
755,755,ge,907,1,0,0,0,0.069,0.10798272,0.016047619,0,6345149,7050166,100,11.98941799,11.32539683,99,80.52117196,263.869,21.17666667,0.016047619
756,756,ge,915,0.999985496,0,0,0,0.065652699,0.10798272,0.019775181,0,16370721.76,19646300.71,98.47864625,10.70185334,10.19822724,97.5439162,77.91141741,632.066,21.55,0.019775181
757,757,ge,922,0.999979771,0,0,0,0.066525066,0.10798272,0.020233949,0,16498399.82,19338872.39,98.39226033,10.82849604,10.41512753,97.47669305,78.70621284,626.519,21.67666667,0.020233949
