,application,sm_app_clock,gr_engine_active,sm_active,sm_occupancy,TENSO,dram_active,fp64_active,fp32_active,FP16A,pcie_tx_bytes,pcie_rx_bytes,gpu_utilization,mem_copy_utilization,MUSAM,GUSAM,power_usage,total_energy_consumption,run_time,fp_active,predicted_power_usage,predicted_run_time,energy,predicted_energy
277,cfd,832,0.781002735,0,0,0,0.282497265,0,0.137670678,0,34873581.93,63617644.12,76.47210066,36.82986871,36.27625821,75.9666302,85.26149836,1107.873,23.25,0.137670678,85.46435651,23.25,1982.329837,1987.046289
278,cfd,840,0.776865722,0,0,0,0.288406232,0,0.138104816,0,35495794.23,65050140.63,75.42549575,37.24872521,36.87535411,74.95240793,86.23033598,1106.983,22.64666667,0.138104816,85.98674618,22.64666667,1952.829676,1947.313179
279,cfd,847,0.784229415,0,0,0,0.289350369,0,0.139786485,0,35090621.78,64568834.98,75.27654742,37.3157297,36.91027825,74.78932425,86.54164225,1110.615,22.30333333,0.139786485,85.88866659,22.30333333,1930.167094,1915.60356
280,cfd,855,0.772648851,0,0,0,0.285681034,0,0.135706322,0,35305913.31,64304503.55,74.84195402,37.39827586,36.77586207,74.37413793,85.22253103,1091.483,22.31333333,0.135706322,86.25932083,22.31333333,1901.598742,1924.732978
281,cfd,862,0.782869905,0,0,0,0.290208822,0,0.137753769,0,34628085.16,64347199.55,75.53210497,37.62590731,37.12171971,75.03629257,85.69231267,1094.286,22.4,0.137753769,86.36557837,22.4,1919.507804,1934.588955
282,cfd,870,0.774175806,0,0,0,0.295691916,0,0.137509893,0,35283743.05,65493551.65,74.28208027,38.16393443,37.54211419,73.77331826,86.99276145,1104.978,21.7,0.137509893,86.75597953,21.7,1887.742923,1882.604756
283,cfd,877,0.774761986,0,0,0,0.298920091,0,0.13772774,0,35888175.32,66215228.64,73.91152968,37.98458904,37.34360731,73.41952055,87.1671621,1103.423,21.82333333,0.13772774,87.56421358,21.82333333,1902.278034,1910.943021
284,cfd,885,0.76250558,0,0,0,0.294342076,0,0.13428125,0,35498683.54,65384542.96,72.77287946,37.61941964,37.08928571,72.34095982,86.63695424,1107.408,21.73333333,0.13428125,87.89746543,21.73333333,1882.909805,1910.304915
285,cfd,892,0.779796156,0,0,0,0.299434479,0,0.13754106,0,36392705.8,66436136.12,74.54047758,38.56377402,38.03785673,73.94991264,88.12633489,1094.057,21.61,0.13754106,87.50545141,21.61,1904.410097,1890.992805
286,cfd,900,0.769457324,0,0,0,0.30000519,0,0.135864475,0,36184026.13,66631897.66,74.76585928,39.23933103,38.75836217,74.25663206,88.80668512,1087.938,21.46,0.135864475,88.05950998,21.46,1905.791463,1889.757084
287,cfd,907,0.763,0,0,0,0.002,0,0.133947368,0,382144,490900,75.47368421,39.42105263,39.05263158,74.84210526,89.29910526,100.957,21.17666667,0.133947368,86.39300305,21.17664524,1891.057386,1829.513977
288,cfd,915,0.762358944,0,0,0,0.306312125,0,0.133264706,0,36319203.58,67234157.5,74.12244898,39.20168067,38.59003601,73.68007203,88.74060684,1089.685,21.55,0.133264706,89.88651004,21.55,1912.360077,1937.054291
289,cfd,922,0.765624092,0,0,0,0.305237893,0,0.13547155,0,36575549.18,67427857.86,74.23547215,39.84866828,39.29237288,73.76694915,88.67812288,1072.261,21.67666667,0.13547155,89.10646009,21.67657619,1922.246111,1931.522971
290,cfd,930,0.760368142,0,0,0,0.307844838,0,0.133467257,0,36514882.9,67958994.23,74.01356932,39.93333333,39.41710914,73.49616519,90.10100944,1082.291,21.33666667,0.133467257,89.90901579,21.33674762,1922.455205,1918.365979
291,cfd,937,0.752022955,0,0,0,0.297739258,0,0.132122425,0,34561476.68,64547219.52,72.09593879,38.91112419,38.45673926,71.62625074,88.70853325,1091.096,21.14666667,0.132122425,89.17398111,21.14688334,1875.889783,1885.751775
292,cfd,945,0.771687127,0,0,0,0.312341662,0,0.134582292,0,36980988.75,69302121.31,74.16838675,40.34492124,39.8652906,73.69201521,90.93881423,1083.435,21.45,0.134582292,91.07789914,21.45,1950.637565,1953.620937
293,cfd,952,0.757684364,0,0,0,0.307107935,0,0.132943407,0,36248707.53,67268832.87,73.71061844,40.48949825,39.9504084,73.19719953,91.41018028,1083.309,21.29333333,0.132943407,90.30048758,21.29344523,1946.427438,1922.808487
294,cfd,960,0.765438742,0,0,0,0.313413907,0,0.133134658,0,37003550.3,69011040.96,74.15838852,40.90452539,40.48896247,73.62251656,92.02772572,1076.717,20.82,0.133134658,91.00829963,20.82,1916.017249,1894.792798
295,cfd,967,0.783193211,0,0,0,0.313413907,0,0.137065274,0,37003550.3,69011040.96,75.95561358,41.96083551,41.33159269,75.30809399,92.33535509,204.123,21.10666667,0.137065274,91.16433505,21.10666667,1948.891562,1924.175232
296,cfd,975,0.761653968,0,0,0,0.316232381,0,0.131184762,0,37507957.29,69452765.22,72.8431746,40.4368254,39.84698413,72.30793651,90.60193841,1070.037,21.20666667,0.131184762,91.22912933,21.20666667,1921.365108,1934.665736
297,cfd,982,0.74891723,0,0,0,0.314869932,0,0.129565315,0,37063067.61,68621124.42,72.23761261,40.38907658,40.02815315,71.81362613,90.36016498,1077.558,21.01,0.129565315,91.36036972,21.01014048,1898.467066,1919.494202
298,cfd,990,0.763502716,0,0,0,0.318863005,0,0.131138202,0,37654175.18,69817306,73.67592034,41.4025347,40.93723597,73.18768859,93.17419674,1084.085,21.40333333,0.131138202,92.90170657,21.40333333,1994.238391,1988.406193
299,cfd,997,0.762558603,0,0,0,0.31953803,0,0.130680175,0,37722070.7,69777738.3,73.65897756,41.45199501,41.01558603,73.14650873,93.31704115,1080.557,20.55333333,0.130680175,93.07357603,20.55333333,1917.976252,1912.972232
300,cfd,1005,0.772509674,0,0,0,0.325657195,0,0.131667473,0,36770250.12,69812395.76,73.74002418,41.7146312,41.27569528,73.17472793,93.50984825,1075.346,21.27666667,0.131667473,93.53213763,21.27666667,1989.577872,1990.052115
301,cfd,1012,0.747936318,0,0,0,0.321665195,0,0.127424338,0,37078164.25,69995635.7,71.98108449,40.78058008,40.39596469,71.5258512,92.53520744,1081.698,21,0.127424338,93.87268482,20.99998571,1943.239356,1971.32504
302,cfd,1020,0.75934704,0,0,0,0.322656075,0,0.128552648,0,38837833.1,70956024.25,73.51090343,42.05856698,41.58504673,73.01557632,94.36990779,1075.192,20.98,0.128552648,92.84704191,20.98,1979.880665,1947.930939
303,cfd,1027,0.765435777,0,0,0,0.325944282,0,0.130352493,0,38118054.77,70871876.45,73.54486804,42.27859238,41.66568915,73.17478006,93.28581994,1060.545,20.99333333,0.130352493,94.1868816,20.99333333,1958.380313,1977.296601
304,cfd,1035,0.766063335,0,0,0,0.32682394,0,0.128995352,0,37856985.55,70544369.67,73.13829169,42.18535735,41.62754213,72.65543289,94.46015224,1071.697,20.96666667,0.128995352,94.24329651,20.96666667,1980.514526,1975.967784
305,cfd,1042,0.753821516,0,0,0,0.320497555,0,0.126872249,0,36489077,68797112.29,72.76283619,41.95415648,41.36124694,72.17603912,93.94025,1081.788,21.09333333,0.126872249,94.14574967,21.09333333,1981.513006,1985.847679
306,cfd,1050,0.787545455,0,0,0,0.320497555,0,0.134762032,0,36489077,68797112.29,73.34491979,42.32620321,41.95989305,72.94117647,93.81640642,208.151,20.51,0.134762032,93.03140424,20.51,1924.174496,1908.074101
307,cfd,1057,0.762,0,0,0,0.320497555,0,0.129,0,36489077,68797112.29,75.5,43.5,43.5,75,97.2285,52.839,20.86666667,0.129,94.10689805,20.86666667,2028.8347,1963.697273
308,cfd,1065,0.755650594,0,0,0,0.329496037,0,0.125765522,0,38977189.31,71959623.14,73.40819022,42.80647292,42.34346103,72.87516513,95.72261427,1068.546,20.85333333,0.125765522,96.69260901,20.85297381,1996.135583,2016.328443
309,cfd,1072,0.750948116,0,0,0,0.326678196,0,0.125196418,0,37959755.76,71232181.17,72.25880173,42.43668931,42.09820877,71.85361334,94.95699382,1077.116,20.35,0.125196418,97.52057415,20.35045714,1932.374824,1984.588265
310,cfd,1080,0.756124381,0,0,0,0.331431312,0,0.125399134,0,38055359.52,72107190.85,73.36943069,43.49257426,42.93440594,72.88490099,97.40371535,1084.331,20.48666667,0.125399134,98.46295526,20.48725715,1995.477449,2017.235884
311,cfd,1087,0.751903974,0,0,0,0.325451656,0,0.124488079,0,38115264.59,70942139.91,72.42516556,42.79735099,42.33642384,72.09006623,95.4710894,1073.474,20.85333333,0.124488079,95.9231494,20.85333333,1990.890451,2000.317409
312,cfd,1095,0.744273678,0,0,0,0.329441574,0,0.122619926,0,38349742.46,70963962.11,73.01599016,43.57257073,43.07134071,72.54428044,96.59048462,1069.235,20.64333333,0.122619926,95.20280416,20.64283333,1993.949571,1965.255619
313,cfd,1102,0.750477023,0,0,0,0.329706796,0,0.123510032,0,36568053.75,70124734.51,72.36504854,43.12880259,42.66084142,71.89061489,95.94933204,1072.264,20.27,0.123510032,96.57114915,20.27026667,1944.89296,1957.522946
314,cfd,1110,0.762598399,0,0,0,0.338919947,0,0.125066044,0,38401969.15,72661406.41,73.42161441,43.96130754,43.45897265,72.90126751,97.50111808,1069.794,20.98666667,0.125066044,99.80862087,20.98545953,2046.223465,2094.529774
315,cfd,1117,0.749802212,0,0,0,0.333643461,0,0.122723487,0,38947654.89,72593098.29,72.21860768,43.19518543,42.82888744,71.92973325,96.93648211,1070.523,20.5,0.122723487,96.89091752,20.50004048,1987.197883,1986.267731
316,cfd,1125,0.751740038,0,0,0,0.335650221,0,0.122236559,0,38785108.16,72337293.51,72.39595193,43.45351044,43.08412397,71.95003163,96.13319102,1059.26,20.55666667,0.122236559,97.6575043,20.55666667,1976.177964,2007.512764
317,cfd,1132,0.749329605,0,0,0,0.335288816,0,0.121780921,0,39286761.4,73346972.38,71.72434211,43.24342105,42.77828947,71.20723684,97.87354211,1085.963,20.52666667,0.121780921,96.87484727,20.5266881,2009.017575,1988.519775
318,cfd,1140,0.742095395,0,0,0,0.333583553,0,0.119696711,0,37336340.42,70942637.74,70.73486842,42.80657895,42.18486842,70.2125,96.55830658,1077.828,20.45333333,0.119696711,99.29593637,20.45338571,1974.93923,2030.938086
319,cfd,1147,0.746454608,0,0,0,0.348130977,0,0.121071379,0,39694472.59,74279457.82,72.08454608,44.18018018,43.62924463,71.5980596,100.3253978,1099.553,20.85666667,0.121071379,103.9226435,20.85672381,2092.45338,2167.485873
320,cfd,1155,0.744487936,0,0,0,0.008672922,0,0.120873995,0,1040450.327,1933241.247,75.09115282,46.1849866,45.53887399,74.74530831,100.7859973,274.644,20.88666667,0.120873995,88.23543114,20.88664524,2105.083531,1842.942148
321,cfd,1162,0.733221494,0,0,0,0.334709043,0,0.117507208,0,38161804.87,72057535.67,71.34076016,43.70707733,43.23591088,70.77653997,101.0893637,1115.02,20.45,0.117507208,101.1158621,20.45050238,2067.277488,2067.870179
322,cfd,1170,0.745470781,0,0,0,0.338192383,0,0.118755745,0,38723573.45,73490479.58,72.72685489,45.04596192,44.51017728,72.28168089,102.1043296,1088.163,21.15333333,0.118755745,100.2208172,21.15333333,2159.846918,2120.004353
323,cfd,1177,0.749942988,0,0,0,0.34128768,0,0.119456094,0,38911788.03,73399763.99,71.83420708,44.37287025,44.03145478,71.50393185,103.9336789,1125.432,20.93666667,0.119456094,102.0744996,20.93666667,2176.024791,2137.099774
324,cfd,1185,0.74087907,0,0,0,0.339365449,0,0.117781395,0,38860859.03,72905093.42,71.34418605,44.33554817,43.85182724,70.95681063,102.2414684,1105.613,20.72,0.117781395,103.825448,20.72019762,2118.443225,2151.283801
325,cfd,1192,0.746014502,0,0,0,0.345487805,0,0.118284113,0,38661454.03,73957752.45,71.78312459,44.5003296,44.06526038,71.28213579,106.2237475,1142.839,20.67333333,0.118284113,106.4980197,20.67363333,2195.99894,2201.70101
326,cfd,1200,0.740005118,0,0,0,0.342051184,0,0.116650032,0,38346560.77,72564697.04,72.34357006,45.10236724,44.4862444,71.76007678,104.1729219,1114.156,20.77333333,0.116650032,104.2395868,20.77302143,2164.018831,2165.37117
327,cfd,1207,0.752578774,0,0,0,0.347684904,0,0.118694792,0,39946661.13,75232086.99,71.77059987,45.13579433,44.53328939,71.28015821,108.8484423,1157.469,20.47666667,0.118694792,107.4873419,20.47719286,2228.853271,2201.03903
328,cfd,1215,0.750333333,0,0,0,0.001,0,0.118,0,81415,167918,71.33333333,45,44.33333333,70.66666667,106.446,121.549,20.76333333,0.118,94.28169765,20.75774762,2210.17378,1957.075685
329,cfd,1222,0.753772304,0,0,0,0.350973369,0,0.118352197,0,39348849.55,75131606.44,71.68708389,45.22436751,44.69840213,71.25965379,110.4101278,1174.85,20.56666667,0.118352197,107.9849709,20.56687381,2270.768295,2220.91327
330,cfd,1230,0.77125,0,0,0,0.350973369,0,0.120583333,0,39348849.55,75131606.44,73.16666667,46.16666667,45.58333333,72.75,108.63025,241.273,21.12,0.120583333,109.9609467,21.1181119,2294.27088,2322.167577
331,cfd,1237,0.779021798,0,0,0,0.005392371,0,0.12180109,0,542211.5668,1090392.357,73.95912807,46.64305177,46.13351499,73.1253406,110.5031035,302.323,20.68666667,0.12180109,100.5649911,20.68670238,2285.940868,2080.358041
332,cfd,1245,0.744643771,0,0,0,0.350187879,0,0.114950842,0,41011232.58,76562595.65,71.43164983,45.40740741,44.97441077,70.94747475,109.2316774,1163.354,20.66,0.114950842,109.6341154,20.65971667,2256.726455,2265.009762
333,cfd,1252,0.738407742,0,0,0,0.348141935,0,0.114365161,0,39489222.11,75040374.45,70.86322581,45.12645161,44.45548387,70.20129032,111.7097,1194.014,20.15,0.114365161,110.5288337,20.1511119,2250.950455,2227.278896
334,cfd,1260,0.743750951,0,0,0,0.349915716,0,0.11431749,0,39487136.95,75181049.64,70.74461343,45.29721166,44.71292776,70.26932826,110.1392991,1182.145,20.67333333,0.11431749,109.6060752,20.67282857,2276.946443,2265.867603
335,cfd,1267,0.756018195,0,0,0,0.356228831,0,0.116021693,0,39447006.47,75041250.48,70.253324,44.96081176,44.39048286,69.88873338,111.455965,1217.747,20.49,0.116021693,117.2764385,20.49012143,2283.732723,2403.008466
336,cfd,1275,0.741843254,0,0,0,0.35389418,0,0.113330026,0,40492882.46,75390009.93,70.79232804,45.73478836,45.11044974,70.17724868,113.8144345,1213.458,21.09666667,0.113330026,113.8449008,21.09666667,2401.105187,2401.747924
337,cfd,1282,0.768420485,0,0,0,0.35389418,0,0.118876011,0,40492882.46,75390009.93,71.54447439,46.20485175,45.88409704,71.08625337,114.8200458,254.853,21.08,0.118876011,114.4185695,21.08,2420.406565,2411.943445
338,cfd,1290,0.76232967,0,0,0,0.35389418,0,0.112244505,0,40492882.46,75390009.93,69.5,45.43131868,44.44505495,69.47527473,112.2910604,249.372,20.47333333,0.112244505,115.8510786,20.47376666,2298.97231,2371.907951
339,cfd,1297,0.735479544,0,0,0,0.347512408,0,0.111303823,0,38944896.75,74510614.23,70.0731053,45.49832327,44.85982562,69.45606975,117.1140966,1249.998,20.73,0.111303823,102.1760593,20.72884286,2427.775223,2117.991477
340,cfd,1305,0.744143525,0,0,0,0.35688785,0,0.111922563,0,40740527.97,76716860.3,70.69225634,46.11682243,45.54272363,70.15287049,115.9443832,1226.991,20.50666667,0.111922563,127.4627366,20.50711191,2377.632819,2613.892604
341,cfd,1312,0.736916724,0,0,0,0.354760496,0,0.111087405,0,40030064.53,75632799.57,69.4294563,45.45354439,44.91121817,69.10048176,118.0776717,1268.663,20.94,0.111087405,118.2912708,20.93955476,2472.546445,2476.966543
342,cfd,1320,0.767332494,0,0,0,0.009423174,0,0.11206801,0,807523.1159,1701116.005,73.62720403,48.30982368,47.9697733,72.97732997,118.5718111,326.812,20.74333333,0.11206801,103.0892683,20.7441619,2459.574601,2138.500472
343,cfd,1327,0.728711968,0,0,0,0.353233266,0,0.108936444,0,40376324.13,76736083.54,68.55848546,45.04259635,44.63150778,68.12102772,118.8736917,1285.85,20.90666667,0.108936444,117.8811257,20.90665953,2485.252648,2464.50056
344,cfd,1335,0.74099354,0,0,0,0.361910207,0,0.110315245,0,41866525.4,78928215.64,70.72157623,46.61821705,46.22674419,70.19509044,120.4552978,1253.264,20.35333333,0.110315245,122.6153561,20.35333333,2451.666827,2495.631214
345,cfd,1342,0.739632153,0,0,0,0.35799455,0,0.110168256,0,40981413.72,77788875.32,70.38828338,46.64918256,46.08787466,70.03201635,123.1375559,1281.523,20.84,0.110168256,120.8126114,20.83895714,2566.186665,2517.608831
346,cfd,1350,0.730328911,0,0,0,0.362678771,0,0.107504888,0,41265973.4,78293344.82,69.20391061,45.7849162,45.29958101,68.7325419,122.1316501,1304.584,20.70666667,0.107504888,124.5933015,20.70616191,2528.939368,2579.849074
347,cfd,1357,0.72989095,0,0,0,0.359488872,0,0.107784125,0,39895274.75,75687650.87,70.22181009,46.46142433,45.93545994,69.79451039,124.9958398,1307.214,20.7,0.107784125,119.9469898,20.69975238,2587.413884,2482.872988
348,cfd,1365,0.735183995,0,0,0,0.357576607,0,0.108079343,0,40171102.27,76455898.83,69.86593707,46.34541724,45.90492476,69.40287278,124.0303735,1289.446,20.46666667,0.108079343,124.8011687,20.46666667,2538.488311,2554.26392
349,cfd,1372,0.73309183,0,0,0,0.368697502,0,0.107599595,0,42240034.11,79873068.21,69.31802836,45.99122215,45.48345712,68.75219446,126.0894045,1329.582,20.28666667,0.107599595,123.5537171,20.28666667,2557.93372,2506.493075
350,cfd,1380,0.718921581,0,0,0,0.353981854,0,0.104646144,0,41340555.01,75294086.59,68.56383668,45.58263124,45.13739469,68.06610499,124.9044219,1323.544,20.98,0.104646144,119.5372949,20.98,2620.494771,2507.892447
351,cutcp,510,1,0,0,0,2.09E-05,0,0.586856397,0,294001.1802,304307.6841,100,45.58263124,45.13739469,99.28720627,75.05636554,206.307,30.69,0.586856397,75.89068404,30.69,2303.479858,2329.085093
352,cutcp,517,1,0,0,0,0.001061014,0,0.623134707,0,12688316.58,12674662.97,98.60538827,45.58263124,45.13739469,97.88431062,75.12964976,729.926,30.91333333,0.623134707,74.41405004,30.91298809,2322.507906,2300.360643
353,cutcp,525,1,0,0,0,0.00109506,0,0.628120509,0,12831075.68,13426536.9,98.13023952,45.58263124,45.13739469,97.26122754,75.08182934,710.998,30.81666667,0.628120509,76.64506096,30.81962619,2313.771708,2362.172128
354,cutcp,532,1,0,0,0,0.001054705,0,0.625023341,0,12986794.17,13219600.62,98.46827133,45.58263124,45.13739469,97.56528082,75.15994165,711.581,30.97,0.625023341,72.92959898,30.96989048,2327.703393,2258.621693
355,cutcp,540,1,0,0,0,0.0011048,0,0.6317632,0,12626128.62,13103261.83,98.7936,45.58263124,45.13739469,97.8024,76.7253416,705.319,30.91,0.6317632,77.04583986,30.90955714,2371.580309,2381.45279
356,cutcp,547,1,0,0,0,0.000498645,0,0.68396477,0,3475978.905,3475978.905,100,45.58263124,45.13739469,99.16124661,78.07158266,254.484,30.88,0.68396477,69.74970382,30.87957619,2410.850473,2153.841293
357,cutcp,555,1,0,0,0,0.001127728,0,0.62956831,0,13071469.24,13392770.31,97.66855295,0.624090542,45.13739469,96.91996766,79.24679547,711.518,30.82,0.62956831,78.8384261,30.82012857,2442.386236,2429.810429
358,cutcp,562,1,0,0,0,0.002,0,0.600407407,0,5806878,5123716,100,0.624090542,45.13739469,99,79.16118519,258.699,30.63666667,0.600407407,80.17387845,30.63686429,2425.234844,2456.276234
359,cutcp,570,0.999179104,0,0,0,0.001115475,0,0.62433857,0,12834735.22,13069846.42,98.34171249,0.982717989,45.13739469,97.41241163,79.32661665,692.464,30.94,0.62433857,79.98896146,30.94,2454.365519,2474.858468
360,cutcp,577,1,0,0,0,0.001133753,0,0.626842644,0,13200781.46,13382709.8,97.85208497,0.940204563,45.13739469,96.96852872,80.80773879,703.358,30.96333333,0.626842644,79.71001023,30.9632119,2502.076952,2468.077937
361,cutcp,585,1,0,0,0,0.001113223,0,0.629370248,0,12798589.91,12899007.47,98.75041322,0.959504132,45.13739469,97.8107438,81.02758347,688.338,30.37333333,0.629370248,80.12933165,30.37333333,2461.077802,2433.7949
362,cutcp,592,1,0,0,0,0.001136943,0,0.628372611,0,12796583.09,13072988.29,98.57802548,0.984872611,45.13739469,97.71974522,81.01763455,689.181,29.10666667,0.628372611,81.01773644,29.10652857,2358.153283,2358.14506
363,cutcp,600,1,0,0,0,0.001140973,0,0.623959604,0,13184485.63,13654693.63,98.81286068,0.983511954,45.13739469,97.83347073,83.95165622,693.277,28.91333333,0.623959604,81.3729339,28.91347143,2427.32222,2352.773999
364,cutcp,607,1,0,0,0,0.001200173,0,0.63352773,0,12897483.35,12705827.84,97.62564991,0.975736568,45.13739469,96.75216638,82.4375078,682.62,29.53,0.63352773,85.24819188,29.52955952,2434.379605,2517.341556
365,cutcp,615,1,0,0,0,0.001172757,0,0.62866196,0,12833349.74,13449413.64,98.26079734,0.981727575,45.13739469,97.37292359,84.05472259,677.897,29.48666667,0.62866196,83.41473548,29.48666667,2478.493587,2459.6225
366,cutcp,622,1,0,0,0,0.00116919,0,0.624261799,0,13325365.19,13787492.25,98.5333927,0.989314337,45.13739469,97.65805877,83.87654319,675.748,29.32666667,0.624261799,84.51013337,29.32666667,2459.819424,2478.400512
367,cutcp,630,1,0,0,0,0.001185874,0,0.626748141,0,13636190.36,13766465.28,97.92193309,0.971189591,45.13739469,96.95539033,85.53655669,675.529,28.17333333,0.626748141,84.74246421,28.17433333,2409.849924,2387.562434
368,cutcp,637,1,0,0,0,0.001208742,0,0.625728814,0,13546619.01,13526653.05,97.69759144,0.974130241,45.13739469,96.82604817,85.43110883,675.706,28.45333333,0.625728814,85.72481182,28.45233333,2430.799816,2439.070921
369,cutcp,645,1,0,0,0,0.001299814,0,0.631570764,0,13154196.98,13629472.07,97.97486034,0.98603352,45.13739469,97.03538175,88.29847486,677.857,27.99,0.631570764,87.53957269,27.99067857,2471.474311,2450.292041
370,cutcp,652,1,0,0,0,0.001254206,0,0.626756075,0,14001402.88,14294707.9,98.58598131,0.98411215,45.13739469,97.62803738,86.66489907,667.101,28.17333333,0.626756075,88.14634118,28.17333333,2441.63909,2483.376252
371,cutcp,660,1,0,0,0,0.001288263,0,0.624306103,0,12737390.03,13110274.57,98.28544601,0.989671362,45.13739469,97.28544601,88.36209577,664.643,27.41,0.624306103,88.92165454,27.41,2422.005045,2437.342551
372,cutcp,667,1,0,0,0,0.001219005,0,0.622626244,0,13277234.39,13634164.12,97.75565611,0.971945701,45.13739469,96.75565611,88.21863167,666.459,27.04,0.622626244,86.65812504,27.02652934,2385.4318,2342.068359
373,cutcp,675,1,0,0,0,0.001297642,0,0.62271611,0,12802316.29,13162619.19,97.71316306,0.97740668,45.13739469,96.66797642,92.6872947,683.845,26.91666667,0.62271611,88.97970338,26.91665715,2494.833016,2395.036169
374,cutcp,682,0.996492537,0,0,0,0.001350746,0,0.622030784,0,23955849.03,13521504.13,98.13246269,0.986940299,45.13739469,97.1641791,89.62352892,660.923,26.90333333,0.622030784,91.95656837,26.90334285,2411.171673,2473.939086
375,cutcp,690,1,0,0,0,0.001339676,0,0.627543292,0,13848886.35,13717184.32,98.47573739,0.982873454,45.13739469,95.95147479,91.4107745,655.011,25.91333333,0.627543292,91.41583843,25.91475476,2368.75787,2369.019034
376,cutcp,697,1,0,0,0,0.001379171,0,0.625193124,0,13991137.63,13804476.5,98.35894843,0.990899899,45.13739469,97.31951466,91.36153387,660.477,26.39,0.625193124,92.26762815,26.38593571,2411.030879,2434.567704
377,cutcp,705,1,0,0,0,0.001389546,0,0.626689349,0,12786857.23,13304684.94,98.21893491,0.977317554,45.13739469,97.24161736,94.08904438,666.956,25.63333333,0.626689349,92.00792806,25.64521428,2411.815837,2359.563031
378,cutcp,712,1,0,0,0,0.00132657,0,0.628950725,0,13393941.79,13456209.72,98.12753623,0.976811594,45.13739469,97.12850242,92.5707971,653.113,26.47333333,0.628950725,92.83032353,26.46327381,2450.657568,2456.594269
379,cutcp,720,1,0,0,0,0.001302251,0,0.629386924,0,12837976.22,12979702.02,98.11682744,0.971061093,45.13739469,97.16827438,94.25432154,649.527,25.34,0.629386924,93.15153092,25.34080952,2388.404508,2360.535202
380,cutcp,727,1,0,0,0,0.001318465,0,0.625578838,0,13912195.18,13637370.16,96.97821577,0.956431535,45.13739469,95.94709544,93.89785996,650.03,25.06,0.625578838,94.96905475,25.06003095,2353.080371,2379.927451
381,cutcp,735,1,0,0,0,0.001381924,0,0.62737415,0,13503239.31,13928034.01,97.27696793,0.97473275,45.13739469,96.27696793,95.68775705,645.768,25.10333333,0.62737415,95.50936268,25.10420952,2402.081661,2397.687052
382,cutcp,742,1,0,0,0,0.00141805,0,0.63056639,0,12427181.22,12696445.68,97.08506224,0.960580913,45.13739469,95.09751037,95.50918465,647.793,25.76,0.63056639,94.64484349,25.76,2460.316597,2438.051168
383,cutcp,750,1,0,0,0,0.001377778,0,0.631260317,0,13356138.74,14160344.23,98.33015873,0.985185185,45.13739469,97.46878307,97.10427302,644.425,24.55666667,0.631260317,95.43003578,24.55687143,2384.557265,2343.463119
384,cutcp,757,1,0,0,0,0.001495726,0,0.627413462,0,11854302.57,12107935.58,98.01282051,0.97542735,45.13739469,97.05876068,99.03138568,654.689,24.7,0.627413462,97.32851289,24.69938571,2446.075226,2403.95448
385,cutcp,765,1,0,0,0,0.001534884,0,0.626834038,0,12505353.83,12540490.19,96.62790698,0.971458774,45.13739469,95.65433404,98.0796945,642.276,24.44666667,0.626834038,100.8048403,24.44666667,2397.721599,2464.34233
386,cutcp,772,1,0,0,0,0.001686296,0,0.624368308,0,13756984.84,13315936.07,98.17558887,0.989293362,45.13739469,97.32226981,100.1750289,653.441,24.54333333,0.624368308,100.1479763,24.54333333,2458.629126,2457.965165
387,cutcp,780,1,0,0,0,1.31E-05,0,0.591246073,0,220383.3639,258952.5445,100,1,45.13739469,99.0104712,101.7952356,280.416,23.63666667,0.591246073,102.4138966,23.63666667,2406.100052,2420.723136
388,cutcp,787,1,0,0,0,0.001568441,0,0.628675856,0,13358820.03,13631247.35,97.46768061,0.980988593,45.13739469,96.49809886,100.1444705,640.109,23.94,0.628675856,100.3872208,23.94,2397.458624,2403.270066
389,cutcp,795,1,0,0,0,0.001375,0,0.610791667,0,10591178.25,11222528.5,100,1,45.13739469,99,103.514,174.764,23.88333333,0.610791667,102.2208877,23.88333333,2472.259366,2441.375534
390,cutcp,802,1,0,0,0,0.001375,0,0.600807292,0,10591178.25,11222528.5,100,1,45.13739469,99,101.6345885,221.933,24.07666667,0.600807292,103.6203893,24.07652857,2447.022109,2494.819263
391,cutcp,810,0.992759479,0,0,0,0.001591232,0,0.627246445,0,30745691.56,13491880.87,98.14218009,0.976303318,45.13739469,97.14691943,104.7825036,645.741,23.16666667,0.627246445,102.8400476,23.16666667,2427.461334,2382.461103
392,cutcp,817,1,0,0,0,0.001763536,0,0.623825414,0,14094449.65,14592612.75,97.83756906,0.965745856,45.13739469,96.8640884,104.8830133,641.991,23.19,0.623825414,104.5289693,23.19,2432.237078,2424.026798
393,cutcp,825,1,0,0,0,0.002,0,0.648373057,0,16624008,17840399,100,1,45.13739469,99,106.2428886,352.443,23.10333333,0.648373057,104.6962264,23.10333333,2454.564869,2418.831817
394,cutcp,832,1,0,0,0,0.001852556,0,0.624409037,0,14349040.52,14449910.82,97.92390012,0.978596908,45.13739469,97.11414982,104.5635113,631.05,23.25,0.624409037,108.372963,23.25,2431.101638,2519.67139
395,cutcp,840,1,0,0,0,0.001801887,0,0.630862028,0,14129894.64,14052517.39,97.02830189,0.958726415,45.13739469,96.12971698,107.4181427,641.911,22.64666667,0.630862028,104.4108313,22.64666667,2432.662872,2364.557293
