,power_usage,application,fp_active,dram_active,sm_app_clock,run_time,energy,predicted_power_usage,predicted_run_time,predicted_energy
637,155.9,fft,0.08,0.858,900,8.91,1389.069,155.1215612,8.92415,1384.32808
638,155.949,fft,0.079,0.855,907,8.95,1395.74355,155.4531437,8.92345,1387.178355
639,156.345,fft,0.097,0.727,915,8.95,1399.28775,136.9957887,11.2732125,1544.382638
640,157.824,fft,0.081,0.874,922,8.79,1387.27296,156.6414587,8.8915625,1392.78732
641,157.589,fft,0.055,0.86,930,8.81,1388.35909,156.1481662,9.0339125,1410.62887
642,158.624,fft,0.104,0.585,937,8.83,1400.64992,134.633775,12.0285,1619.442363
643,158.854,fft,0.078,0.875,945,8.83,1402.68082,158.1155625,8.8192625,1394.462651
644,159.534,fft,0.056,0.595,952,8.85,1411.8759,149.69856,10.5308375,1576.451209
645,159.389,fft,0.076,0.869,960,8.88,1415.37432,158.3125675,8.8187625,1396.120934
646,157.001,fft,0.078,0.861,967,8.79,1380.03879,158.4473025,8.8825125,1407.410145
647,159.18,fft,0.077,0.877,975,8.82,1403.9676,158.7141775,8.835775,1402.362762
648,158.186,fft,0.076,0.874,982,8.83,1396.78238,159.54112,8.82635,1408.165765
649,159.584,fft,0.072,0.876,990,8.83,1409.12672,158.8957962,8.8082625,1399.595883
650,161.043,fft,0.075,0.877,997,8.84,1423.62012,159.0618775,8.813825,1401.943552
651,159.953,fft,0.074,0.865,1005,8.85,1415.58405,160.3461825,8.82515,1415.079112
652,160.626,fft,0.073,0.868,1012,8.83,1418.32758,160.2675412,8.8484625,1418.121328
653,160.819,fft,0.075,0.879,1020,8.81,1416.81539,160.651795,8.8138875,1415.966848
654,160.454,fft,0.075,0.875,1027,8.79,1410.39066,161.4050275,8.8172625,1423.150496
655,161.934,fft,0.075,0.874,1035,8.81,1426.63854,160.5656387,8.809125,1414.442782
656,161.471,fft,0.097,0.731,1042,8.81,1422.55951,132.58507,14.09715,1869.07162
657,162.118,fft,0.071,0.874,1050,8.77,1421.77486,160.5081075,8.82295,1416.155007
658,160.659,fft,0.096,0.584,1057,8.81,1415.40579,145.0418438,12.59075,1826.185595
659,160.286,fft,0.07,0.877,1065,8.83,1415.32538,161.4576888,8.814525,1423.172834
660,160.435,fft,0.071,0.871,1072,8.82,1415.0367,161.5295137,8.81535,1423.939199
661,161.273,fft,0.096,0.629,1080,8.82,1422.42786,147.8886125,11.7678375,1740.32916
662,161.763,fft,0.067,0.585,1087,8.81,1425.13203,155.244445,12.9498,2010.384514
663,160.863,fft,0.067,0.862,1095,8.82,1418.81166,161.2031975,8.8460875,1426.01759
664,160.932,fft,0.069,0.874,1102,8.82,1419.42024,161.5943487,8.8295125,1426.799322
665,161.987,fft,0.068,0.872,1110,8.84,1431.96508,161.0603712,8.8224625,1420.949085
666,162.449,fft,0.046,0.589,1117,8.91,1447.42059,140.0246513,9.335,1307.13012
667,161.959,fft,0.067,0.874,1125,8.84,1431.71756,162.3105212,8.832675,1433.636083
668,162.447,fft,0.067,0.874,1132,8.83,1434.40701,161.92996,8.8386,1431.234144
669,163.622,fft,0.067,0.876,1140,8.85,1448.0547,161.7355387,8.832675,1428.557449
670,162.173,fft,0.097,0.865,1147,8.84,1433.60932,144.7823775,8.9131875,1290.472477
671,164.132,fft,0.064,0.875,1155,8.84,1450.92688,163.8532488,8.832525,1447.237916
672,163.265,fft,0.066,0.867,1162,8.86,1446.5279,163.7718137,8.837575,1447.345686
673,163.378,fft,0.047,0.593,1170,8.81,1439.36018,148.0680475,9.6835,1433.816938
674,166.414,fft,0.065,0.87,1177,8.82,1467.77148,164.5554312,8.843425,1455.233614
675,168.132,fft,0.062,0.878,1185,8.83,1484.60556,167.8468125,8.8321375,1482.446127
676,168.204,fft,0.063,0.868,1192,8.8,1480.1952,167.6789787,8.853,1484.461998
677,167.957,fft,0.06,0.872,1200,8.82,1481.38074,168.4819087,8.8386,1489.144198
678,169.443,fft,0.082,0.725,1207,8.84,1497.87612,148.7764713,13.7581,2046.88157
679,168.928,fft,0.06,0.875,1215,8.86,1496.70208,170.3997412,8.8263625,1504.009886
680,173.251,fft,0.043,0.597,1222,8.92,1545.39892,156.9073862,9.7268375,1526.212648
681,171.789,fft,0.061,0.867,1230,8.88,1525.48632,171.1066388,8.83955,1512.505689
682,173.498,fft,0.04,0.869,1237,8.83,1531.98734,158.056365,19.4381625,3072.325307
683,173.728,fft,0.061,0.872,1245,8.84,1535.75552,172.8235988,8.8376,1527.345837
684,174.17,fft,0.06,0.871,1252,8.85,1541.4045,174.1642925,8.8376,1539.194351
685,176.959,fft,0.061,0.875,1260,8.82,1560.77838,173.452885,8.8452125,1534.227627
686,176.918,fft,0.073,0.69,1267,8.82,1560.41676,163.6473075,11.5980375,1897.987609
687,180.982,fft,0.039,0.589,1275,8.85,1601.6907,163.8775912,12.7522875,2089.814158
688,180.326,fft,0.06,0.868,1282,8.83,1592.27858,178.2512138,8.8696375,1581.02365
689,180.491,fft,0.058,0.87,1290,8.87,1600.95517,181.0486737,8.837525,1600.02218
690,181.468,fft,0.039,0.868,1297,8.87,1609.62116,173.18359,20.71085,3586.779355
691,182.219,fft,0.057,0.877,1305,8.84,1610.81596,183.1468737,8.8293125,1617.060981
692,184.655,fft,0.058,0.875,1312,8.82,1628.6571,182.30559,8.8495625,1613.324713
693,184.25,fft,0.056,0.874,1320,8.86,1632.455,187.0301325,8.8375375,1652.88581
694,188.06,fft,0.056,0.87,1327,8.85,1664.331,185.0957475,8.8498375,1638.067287
695,187.32,fft,0.056,0.871,1335,8.83,1654.0356,188.6360562,8.84755,1668.966939
696,188.65,fft,0.055,0.873,1342,8.84,1667.666,187.8984563,8.8623375,1665.219535
697,190.092,fft,0.038,0.579,1350,8.81,1674.71052,176.7782725,11.4304125,2020.648576
698,194.033,fft,0.057,0.872,1357,8.85,1717.19205,189.2752975,8.831275,1671.542203
699,191.775,fft,0.056,0.876,1365,8.81,1689.53775,192.1845737,8.8570375,1702.185976
700,194.436,fft,0.055,0.875,1372,8.87,1724.64732,190.825495,8.8310625,1685.191873
701,194.769,fft,0.054,0.871,1380,8.84,1721.75796,189.8170825,8.858575,1681.508862
702,91.003,spmv,0.041,0.516,510,29.17,2654.55751,91.99324625,29.514725,2715.155365
703,90.523,spmv,0.041,0.511,517,29.76,2693.96448,93.107965,29.4301625,2740.18254
704,91.007,spmv,0.04,0.515,525,29.48,2682.88636,92.3191,29.4663,2720.302296
705,91.102,spmv,0.04,0.516,532,29.37,2675.66574,91.367775,29.29545,2676.660084
706,91.26,spmv,0.039,0.516,540,29.36,2679.3936,91.42381125,29.3167625,2680.250161
707,91.292,spmv,0.039,0.514,547,29.51,2694.02692,91.281525,29.49265,2692.134068
708,91.612,spmv,0.038,0.517,555,29.14,2669.57368,91.4603975,29.2507,2675.280649
709,91.375,spmv,0.038,0.514,562,29.58,2702.8725,91.61063875,29.1759125,2672.82398
710,91.482,spmv,0.037,0.518,570,29.09,2661.21138,91.70688625,29.13305,2671.701302
711,91.561,spmv,0.037,0.517,577,29.14,2668.08754,91.60246375,29.06795,2662.695836
712,91.712,spmv,0.036,0.516,585,28.97,2656.89664,92.467415,28.768075,2660.10953
713,95.896,spmv,0.0385,0.555,592,27.83,2668.78568,96.82876625,28.3797,2747.971338
714,96.094,spmv,0.0375,0.556,600,27.89,2680.06166,96.43167625,28.13455,2713.061817
715,96.127,spmv,0.0375,0.552,607,28.17,2707.89759,96.3530725,28.03005,2700.78144
716,96.268,spmv,0.037,0.555,615,28.13,2708.01884,96.56216375,28.0581875,2709.359296
717,96.317,spmv,0.037,0.553,622,28.25,2720.95525,96.69351875,27.9913625,2706.583335
718,100.053,spmv,0.0385,0.591,630,27.33,2734.44849,100.435255,26.82885,2694.562391
719,100.106,spmv,0.0385,0.592,637,26.67,2669.82702,100.7595775,27.07295,2727.859004
720,100.198,spmv,0.0375,0.591,645,26.74,2679.29452,100.7225675,26.902225,2709.661173
721,100.048,spmv,0.0375,0.59,652,26.76,2677.28448,101.7077925,26.739625,2719.628231
722,103.869,spmv,0.039,0.627,660,25.9,2690.2071,104.3102738,26.1081,2723.343059
723,103.908,spmv,0.039,0.626,667,26.14,2716.15512,104.7154488,26.012325,2723.892287
724,104.093,spmv,0.038,0.632,675,26.1,2716.8273,104.6717513,25.6820375,2688.183842
725,103.675,spmv,0.038,0.626,682,25.6,2654.08,105.204515,25.9454625,2729.579799
726,107.551,spmv,0.039,0.664,690,24.92,2680.17092,107.36256,25.1577625,2701.001786
727,107.438,spmv,0.039,0.661,697,25.05,2691.3219,107.75918,24.9684625,2690.581045
728,107.644,spmv,0.0385,0.664,705,25.04,2695.40576,107.801945,24.8925,2683.459916
729,107.582,spmv,0.0385,0.662,712,24.91,2679.86762,108.1185125,24.9754875,2700.312557
730,109.898,spmv,0.0385,0.678,720,24.74,2718.87652,109.57561,24.64345,2700.321066
731,109.497,spmv,0.0385,0.678,727,24.57,2690.34129,110.3254425,24.710775,2726.227186
732,110.311,spmv,0.038,0.681,735,24.65,2719.16615,110.6415475,24.4759875,2708.061134
733,109.441,spmv,0.038,0.679,742,24.38,2668.17158,110.3729888,24.5075125,2704.967403
734,113.39,spmv,0.039,0.714,750,23.87,2706.6193,113.291305,24.0700375,2726.92596
735,113.467,spmv,0.039,0.713,757,23.94,2716.39998,114.079995,23.9211625,2728.926098
736,112.977,spmv,0.0385,0.713,765,24.03,2714.83731,113.7507087,23.81065,2708.478312
737,113.166,spmv,0.0385,0.717,772,23.7,2682.0342,113.7743487,23.8398875,2712.367673
738,117.881,spmv,0.0395,0.754,780,23.07,2719.51467,117.0570113,23.2812,2725.227691
739,116.714,spmv,0.0395,0.752,787,23.27,2715.93478,117.8464325,23.0791875,2719.799912
740,116.988,spmv,0.039,0.756,795,23.05,2696.5734,117.5023863,23.0146625,2704.277764
741,117.421,spmv,0.039,0.755,802,22.98,2698.33458,117.7970462,22.99335,2708.548712
742,121.061,spmv,0.04,0.783,810,22.55,2729.92555,120.289385,22.436725,2698.899852
743,120.232,spmv,0.04,0.782,817,22.42,2695.60144,121.2718113,22.4645,2724.310605
744,120.368,spmv,0.039,0.784,825,22.39,2695.03952,120.6678913,22.5253625,2718.087994
745,120.561,spmv,0.039,0.783,832,22.48,2710.21128,121.09498,22.4931625,2723.809063
746,123.988,spmv,0.04,0.807,840,22.58,2799.64904,123.8693062,22.1008625,2737.618504
747,124.166,spmv,0.04,0.81,847,22.08,2741.58528,123.9847262,22.4636125,2785.144845
748,123.754,spmv,0.039,0.809,855,22.6,2796.8404,123.93581,22.0448375,2732.144792
749,124.009,spmv,0.039,0.816,862,21.97,2724.47773,124.3272388,22.1581125,2754.856944
752,126.774,spmv,0.0395,0.844,885,21.47,2721.83778,127.3317975,21.5222625,2740.46837
753,127.504,spmv,0.039,0.847,892,21.68,2764.28672,127.9774387,21.4462,2744.629746
754,129.139,spmv,0.0395,0.861,900,21.38,2760.99182,128.9908012,21.2520875,2741.323794
755,128.56,spmv,0.0395,0.858,907,21.46,2758.8976,130.00519,21.2600375,2763.915215
756,129.403,spmv,0.039,0.862,915,21.65,2801.57495,130.6689337,21.3689625,2792.259544
757,130.316,spmv,0.0395,0.88,922,20.95,2730.1202,130.7695175,21.02165,2748.991028
758,130.707,spmv,0.039,0.871,930,21.71,2837.64897,130.9845762,20.8246625,2727.709592
759,131.166,spmv,0.039,0.879,937,21.02,2757.10932,131.07289,21.1041125,2766.177016
760,130.976,spmv,0.0385,0.876,945,21.05,2757.0448,130.6982987,21.3731125,2793.429442
761,130.261,spmv,0.0385,0.874,952,21.39,2786.28279,131.1038212,21.3901875,2804.335317
762,130.818,spmv,0.0375,0.878,960,21.46,2807.35428,131.2696625,21.316975,2798.272114
763,131.263,spmv,0.0375,0.877,967,21.52,2824.77976,131.0507112,21.357525,2798.918841
764,131.721,spmv,0.037,0.878,975,21.35,2812.24335,131.3695763,21.191425,2783.908523
765,131.342,spmv,0.037,0.88,982,21.16,2779.19672,131.6825625,21.1535,2785.547086
766,131.776,spmv,0.0365,0.878,990,21.06,2775.20256,131.4357925,21.0714,2769.536158
767,131.334,spmv,0.0365,0.878,997,20.96,2752.76064,131.8329037,21.1025,2782.00385
768,131.783,spmv,0.036,0.866,1005,21.65,2853.10195,132.07109,20.35775,2688.670232
769,132.363,spmv,0.036,0.876,1012,21.2,2806.0956,131.9997612,21.12215,2788.118756
770,132.556,spmv,0.0355,0.878,1020,21.1,2796.9316,133.03906,21.1218625,2810.032732
771,133.596,spmv,0.0355,0.88,1027,20.95,2798.8362,132.3450137,21.19115,2804.543037
772,132.249,spmv,0.035,0.876,1035,21.2,2803.6788,132.421465,21.287325,2818.898762
773,132.005,spmv,0.035,0.88,1042,21.33,2815.66665,132.7801263,21.26135,2823.084738
774,132.599,spmv,0.0345,0.88,1050,21.4,2837.6186,133.457445,21.2405,2834.702861
775,133.719,spmv,0.0345,0.881,1057,21.24,2840.19156,132.95849,21.2717125,2828.254774
776,134.264,spmv,0.034,0.883,1065,21.04,2824.91456,133.8146438,21.2310125,2841.020375
777,133.853,spmv,0.034,0.878,1072,21.27,2847.05331,133.3722175,21.2311125,2831.640554
778,133.524,spmv,0.0335,0.882,1080,21.65,2890.7946,133.9049138,21.1289125,2829.265207
779,133.474,spmv,0.0335,0.88,1087,21.04,2808.29296,133.9092925,21.366125,2861.122682
780,134.309,spmv,0.033,0.881,1095,21.05,2827.20445,133.7154263,21.1254,2824.791867
781,133.762,spmv,0.033,0.879,1102,21.08,2819.70296,134.1018512,21.2302,2847.009121
782,133.918,spmv,0.033,0.882,1110,21.26,2847.09668,134.1270475,21.1843625,2841.395995
783,134.173,spmv,0.033,0.88,1117,21.26,2852.51798,133.7846863,21.0891625,2821.406989
784,133.691,spmv,0.0325,0.881,1125,20.96,2802.16336,134.3287075,21.220775,2850.559278
785,134.906,spmv,0.0325,0.883,1132,21.07,2842.46942,134.1899638,21.12885,2835.279617
786,133.853,spmv,0.032,0.874,1140,21.69,2903.27157,135.2539613,21.47745,2904.910191
787,135.229,spmv,0.032,0.884,1147,21.44,2899.30976,134.887505,21.1101125,2847.490405
788,135.638,spmv,0.0315,0.878,1155,21.6,2929.7808,135.81195,21.2975625,2892.463493
789,136.013,spmv,0.0315,0.883,1162,21.13,2873.95469,136.2112188,21.2172875,2890.03259
790,136.989,spmv,0.031,0.876,1170,21.4,2931.5646,137.8837463,21.42915,2954.731482
791,137.758,spmv,0.031,0.883,1177,21.22,2923.22476,137.2013188,21.103225,2895.390301
792,137.066,spmv,0.031,0.883,1185,21.1,2892.0926,139.1300775,21.056575,2929.602912
793,139.695,spmv,0.031,0.883,1192,20.98,2930.8011,137.4880463,21.1376,2906.167327
794,138.466,spmv,0.0305,0.882,1200,21.21,2936.86386,138.722185,21.1252375,2930.539105
795,138.461,spmv,0.0305,0.882,1207,21.12,2924.29632,139.0188425,21.200125,2947.216838
796,139.896,spmv,0.03,0.883,1215,21.18,2962.99728,140.2318037,21.2134625,2974.802109
797,140.461,spmv,0.03,0.883,1222,21.26,2986.20086,140.242085,21.1437625,2965.245338
798,140.878,spmv,0.0295,0.874,1230,21.54,3034.51212,144.9467212,20.6767125,2997.021682
799,141.733,spmv,0.0295,0.882,1237,21.27,3014.66091,141.929235,21.1193875,2997.458512
800,144.114,spmv,0.0295,0.884,1245,20.98,3023.51172,142.7720425,21.085775,3010.459164
801,144.566,spmv,0.0295,0.881,1252,21.51,3109.61466,142.8073587,21.1817125,3024.904415
802,144.146,spmv,0.029,0.882,1260,20.98,3024.18308,144.9450075,21.2722375,3083.304624
803,144.408,spmv,0.029,0.884,1267,21.14,3052.78512,145.0318137,21.093675,3059.253943
804,145.5,spmv,0.0285,0.882,1275,21.44,3119.52,146.6718513,21.1718625,3105.316268
805,147.187,spmv,0.0285,0.885,1282,21.19,3118.89253,146.720765,21.2017375,3110.735145
806,147.178,spmv,0.0285,0.882,1290,21.22,3123.11716,147.2161863,21.026975,3095.511069
807,147.3,spmv,0.0285,0.881,1297,21.46,3161.058,147.4532688,20.3877125,3006.234851
808,149.215,spmv,0.028,0.882,1305,21.08,3145.4522,148.8190125,20.9893875,3123.619921
809,149.004,spmv,0.028,0.879,1312,21.12,3146.96448,149.1448812,21.36425,3186.368528
810,150.112,spmv,0.028,0.886,1320,21.32,3200.38784,149.8770175,21.1873125,3175.491206
811,151.214,spmv,0.0275,0.884,1327,21.35,3228.4189,151.6670662,21.0652375,3194.90277
812,152.115,spmv,0.0275,0.886,1335,21.18,3221.7957,152.791355,21.26815,3249.589457
813,153.23,spmv,0.0275,0.878,1342,21.58,3306.7034,152.3589025,21.2280375,3234.280496
814,153.64,spmv,0.027,0.885,1350,20.89,3209.5396,155.5256263,21.187325,3295.17199
815,155.158,spmv,0.027,0.88,1357,21.19,3287.79802,153.8423725,21.1617,3255.566134
816,156.74,spmv,0.027,0.884,1365,20.94,3282.1356,156.4247925,21.03665,3290.653611
817,157.258,spmv,0.027,0.885,1372,21.25,3341.7325,155.3948225,20.9923375,3262.10056
818,157.117,spmv,0.0265,0.887,1380,21.28,3343.44976,156.43125,21.148525,3308.290201
819,69.559,mriq,0.434,0.002,510,9.29,646.20311,70.64067375,8.887975,627.8525423
820,69.515,mriq,0.4385,0.002,517,9.32,647.8798,70.036805,9.216975,645.5274808
821,70.702,mriq,0.4355,0.002,525,9.09,642.68118,70.8918775,8.8758,629.2221263
822,70.814,mriq,0.438,0.002,532,9.15,647.9481,70.22819,9.2385875,648.8092783
823,70.746,mriq,0.433,0.002,540,8.86,626.80956,71.42167875,8.877225,634.0263121
824,70.979,mriq,0.433,0.002,547,8.88,630.29352,71.56557875,8.845475,633.0315377
825,73.011,mriq,0.434,0.002,555,8.67,633.00537,71.729935,8.8927625,637.8772761
826,72.899,mriq,0.4335,0.002,562,8.68,632.76332,73.2310575,8.659975,634.1791272
827,73.294,mriq,0.433,0.002,570,8.53,625.19782,73.26298125,8.651525,633.8365139
828,73.411,mriq,0.437,0.001,577,8.52,625.46172,76.21649875,9.2019,701.3365998
829,74.691,mriq,0.432,0.002,585,8.35,623.66985,73.74922875,8.4541,623.4833548
830,76.505,mriq,0.435,0.001,592,8.36,639.5818,77.57363,8.607075,667.6820514
831,76.527,mriq,0.4335,0.002,600,8.14,622.92978,75.48878625,8.2990125,626.4823807
832,76.139,mriq,0.4345,0.002,607,8.18,622.81702,76.535115,8.23665,630.392955
833,77.401,mriq,0.4245,0.001,615,8.04,622.30404,79.57155,8.2630125,657.5007123
834,77.654,mriq,0.4355,0.001,622,7.98,619.67892,79.81256,8.1631625,651.5228968
835,78.719,mriq,0.4345,0.002,630,7.88,620.30572,78.6549675,7.979925,627.6607415
836,79.88,mriq,0.434,0.002,637,7.84,626.2592,78.4364225,7.913725,620.7242776
837,80.797,mriq,0.437,0.002,645,7.75,626.17675,79.68226125,7.865375,626.7308656
838,81.049,mriq,0.4375,0.001,652,7.73,626.50877,83.57457875,8.019475,670.2242449
839,81.298,mriq,0.4345,0.002,660,7.67,623.55566,81.901035,7.70045,630.674825
840,81.254,mriq,0.436,0.002,667,7.6,617.5304,81.5872575,7.659925,624.9522734
841,83.333,mriq,0.4345,0.002,675,7.46,621.66418,83.00032375,7.501725,622.6456037
842,83.354,mriq,0.4385,0.035,682,7.43,619.32022,79.20295,7.965325,630.8772377
843,83.974,mriq,0.435,0.003,690,7.34,616.36916,84.39659125,7.4202125,626.2406414
844,84.477,mriq,0.436,0.001,697,7.32,618.37164,86.5322275,7.6168375,659.1019154
845,85.937,mriq,0.4315,0.002,705,7.29,626.48073,87.92193,7.2665375,638.8880014
846,86.079,mriq,0.4355,0.075,712,7.2,619.7688,85.85873625,7.8591125,674.7734673
847,86.323,mriq,0.433,0.002,720,7.13,615.48299,87.605685,7.1720875,628.3156383
848,86.467,mriq,0.435,0.002,727,7.07,611.32169,87.44812875,7.1358875,624.0200088
849,90.174,mriq,0.4325,0.002,735,6.97,628.51278,89.21271375,7.035575,627.6627385
850,88.738,mriq,0.4345,0.002,742,6.93,614.95434,89.75957875,7.0683125,634.4487525
851,90.543,mriq,0.438,0.003,750,6.84,619.31412,89.13228125,6.9957,623.5426999
852,90.652,mriq,0.4355,0.002,757,6.93,628.21836,90.52628875,6.860925,621.0940776
853,91.348,mriq,0.4335,0.002,765,6.77,618.42596,92.43097625,6.8771625,635.6628437
854,91.913,mriq,0.435,0.002,772,6.78,623.17014,91.6369525,6.79925,623.0625493
855,92.749,mriq,0.4315,0.003,780,6.74,625.12826,92.95877,6.7390125,626.450313
856,92.702,mriq,0.433,0.003,787,6.7,621.1034,92.94095125,6.6937875,622.1269777
857,94.044,mriq,0.44,0.001,795,6.6,620.6904,90.47424,7.5907875,686.7707301
858,94.878,mriq,0.4365,0.002,802,6.62,628.09236,93.6853425,6.5640875,614.9587856
859,95.879,mriq,0.4365,0.002,810,6.43,616.50197,94.7847825,6.57225,622.9492868
860,96.426,mriq,0.4305,0.003,817,6.5,626.769,97.16202625,6.4603625,627.7019108
861,95.922,mriq,0.433,0.003,825,6.41,614.86002,97.2072375,6.4766875,629.5809
862,96.769,mriq,0.4345,0.003,832,6.46,625.12774,97.384175,6.3826625,621.5703219
863,97.356,mriq,0.4345,0.003,840,6.31,614.31636,98.23932125,6.3810375,626.8687929
864,98.755,mriq,0.432,0.002,847,6.35,627.09425,100.8872487,6.3658125,642.2293089
865,100.395,mriq,0.434,0.003,855,6.25,627.46875,99.8268825,6.286275,627.5392358
866,99.771,mriq,0.435,0.003,862,6.26,624.56646,99.7536575,6.2333125,621.7957202
867,100.059,mriq,0.4345,0.003,870,6.17,617.36403,100.2784212,6.197025,621.4278831
868,100.685,mriq,0.434,0.003,877,6.17,621.22645,101.14741,6.1651125,623.5851617
869,102.482,mriq,0.4375,0.003,885,6.13,628.21466,100.9701787,6.1181,617.7456503
870,102.014,mriq,0.4375,0.002,892,6.09,621.26526,102.1950763,6.1458375,628.0743322
871,104.433,mriq,0.435,0.003,900,6,626.598,103.3695,6.1118875,631.7827549
872,104.037,mriq,0.4335,0.003,907,6.11,635.66607,104.3953962,6.006425,627.0431176
873,104.363,mriq,0.433,0.003,915,5.97,623.04711,104.9209975,6.0616875,635.998299
874,104.738,mriq,0.434,0.003,922,6.01,629.47538,104.4413137,5.97935,624.4911691
875,105.192,mriq,0.434,0.002,930,5.9,620.6328,106.13968,5.9543375,631.9914769
876,105.978,mriq,0.4345,0.003,937,5.88,623.15064,105.7993537,5.8905,623.211093
877,107.893,mriq,0.4315,0.003,945,5.81,626.85833,108.4525837,5.956125,645.9571451
878,107.45,mriq,0.433,0.002,952,5.82,625.359,109.0546737,5.874,640.5871533
879,108.59,mriq,0.435,0.002,960,5.75,624.3925,109.4345275,5.8326,638.2878251
880,108.967,mriq,0.4365,0.003,967,5.77,628.73959,106.8303,5.721425,611.2215492
881,110.546,mriq,0.435,0.003,975,5.67,626.79582,109.3566825,5.721525,625.6869928
882,109.756,mriq,0.4345,0.003,982,5.66,621.21896,110.62356,5.7028625,630.8709519
883,111.864,mriq,0.434,0.003,990,5.61,627.55704,110.9726225,5.707475,633.3734686
884,111.146,mriq,0.4315,0.003,997,5.83,647.98118,112.85225,5.6483,637.4233637
885,111.703,mriq,0.434,0.003,1005,5.56,621.06868,112.3261025,5.5732625,626.0228548
886,112.56,mriq,0.434,0.003,1012,5.53,622.4568,112.2555637,5.5583,623.9500997
887,113.333,mriq,0.4335,0.003,1020,5.48,621.06484,113.1711762,5.5389875,626.8537303
888,114.019,mriq,0.435,0.003,1027,5.52,629.38488,113.6986925,5.4708625,622.0299131
889,116.14,mriq,0.432,0.003,1035,5.47,635.2858,115.737275,5.4916875,635.5929464
890,116.088,mriq,0.434,0.003,1042,5.45,632.6796,116.55075,5.4768,638.3251476
891,117.562,mriq,0.435,0.003,1050,5.38,632.48356,116.3986812,5.47145,636.8695643
892,116.829,mriq,0.4355,0.003,1057,5.47,639.05463,117.3280488,5.38645,631.9816685
893,118.817,mriq,0.4375,0.004,1065,5.29,628.54193,107.420455,5.3630625,576.1026139
894,118.637,mriq,0.43,0.003,1072,5.35,634.70795,120.7211338,5.4016125,652.0887853
895,119.839,mriq,0.4355,0.004,1080,5.33,638.74187,118.5767912,5.3057125,629.1343633
896,119.322,mriq,0.434,0.004,1087,5.32,634.79304,119.6978487,5.2754875,631.4645046
897,121.045,mriq,0.4335,0.004,1095,5.26,636.6967,119.9628563,5.2754625,632.8595498
898,121.103,mriq,0.438,0.003,1102,5.26,637.00178,116.88234,5.2972125,619.1505925
899,120.539,mriq,0.433,0.004,1110,5.24,631.62436,122.4813412,5.2484125,642.8326022
900,122.012,mriq,0.431,0.004,1117,5.25,640.563,127.4172313,5.2302625,666.4255667
901,124.194,mriq,0.4355,0.004,1125,5.13,637.11522,122.9055837,5.1704875,635.4817842
902,124.082,mriq,0.434,0.004,1132,5.12,635.29984,125.0221013,5.1286,641.1883487
903,125.307,mriq,0.4355,0.004,1140,5.14,644.07798,124.8957625,5.1144,638.7668877
904,125.27,mriq,0.4335,0.004,1147,5.11,640.1297,127.0617913,5.1326625,652.1652914
905,127.151,mriq,0.434,0.004,1155,5.1,648.4701,127.04797,5.075575,644.8415003
906,126.015,mriq,0.436,0.003,1162,5.04,635.1156,129.2285012,5.1515125,665.7222393
907,131.012,mriq,0.4325,0.004,1170,5.07,664.23084,132.1782175,5.0449375,666.8308461
908,129.199,mriq,0.435,0.004,1177,5.04,651.16296,131.5385488,5.0418625,663.1992765
909,136.527,mriq,0.435,0.004,1185,4.95,675.80865,131.8370012,4.985325,657.250298
910,136.511,mriq,0.432,0.004,1192,4.96,677.09456,137.7965375,4.9677875,684.5439165
911,134.706,mriq,0.4335,0.004,1200,4.95,666.7947,136.9398525,4.9640125,679.7711396
912,138.992,mriq,0.4315,0.004,1207,4.98,692.18016,139.2169262,4.940375,687.7838218
913,139.412,mriq,0.431,0.004,1215,4.93,687.30116,147.0656663,4.8846375,718.3624686
914,144.432,mriq,0.4325,0.004,1222,4.86,701.93952,140.54288,4.9237375,691.9962486
915,140.762,mriq,0.4395,0.003,1230,4.82,678.47284,137.2560313,6.703025,920.0306092
916,142.387,mriq,0.4385,0.003,1237,4.85,690.57695,140.797365,4.9541375,697.5295058
917,147.029,mriq,0.435,0.004,1245,4.84,711.62036,146.307415,4.811725,703.9910464
918,147.229,mriq,0.4345,0.004,1252,4.8,706.6992,148.1118962,4.8361375,716.2894954
919,153.614,mriq,0.437,0.004,1260,4.83,741.95562,148.5309263,4.825525,716.7396981
920,152.996,mriq,0.4335,0.004,1267,4.78,731.32088,151.5317738,4.8308875,732.0329519
921,155.387,mriq,0.431,0.004,1275,4.84,752.07308,157.5475512,4.7863,754.0698443
922,157.284,mriq,0.4355,0.004,1282,4.77,750.24468,155.0747488,4.7816,741.5054189
923,155.767,mriq,0.4355,0.004,1290,4.72,735.22024,158.4271088,4.7287,749.1542694
924,161.125,mriq,0.432,0.004,1297,4.72,760.51,157.7644975,4.6747125,737.5036685
925,161.103,mriq,0.431,0.004,1305,4.61,742.68483,164.0649412,4.7128,773.2052549
926,163.042,mriq,0.436,0.004,1312,4.67,761.40614,157.37306,4.69375,738.6698004
927,164.871,mriq,0.4345,0.004,1320,4.69,773.24499,163.1654325,4.69015,765.2703532
928,166.573,mriq,0.432,0.004,1327,4.73,787.89029,164.5714812,4.632675,762.4061867
929,167.93,mriq,0.431,0.004,1335,4.59,770.7987,167.71872,4.6546875,780.6782295
930,156.168,mriq,0.4105,0.002,1342,4.57,713.68776,153.1483012,4.8419625,741.5383313
931,139.64,mriq,0.41,0.002,1350,4.56,636.7584,169.8799063,4.7878625,813.3616329
932,175.336,mriq,0.435,0.004,1357,4.55,797.7788,169.1485212,4.5535125,770.2199056
