,Unnamed: 0,index,application,sm_app_clock,gr_engine_active,sm_active,sm_occupancy,TENSO,dram_active,fp64_active,fp32_active,FP16A,pcie_tx_bytes,pcie_rx_bytes,gpu_utilization,mem_copy_utilization,MUSAM,GUSAM,power_usage,total_energy_consumption,run_time,fp_active,predicted_power_usage,predicted_run_time,predicted_energy,n_power_usage,predicted_n_power_usage,n_run_time,predicted_n_run_time,predicted_n_energy,energy
462,462,462,cutcp,1342,1.0,0,0,0,0.002912621,0.0,0.627609709,0,14272205.37,13853563.61,96.15728155,0.970873786,0.970873786,95.2368932,189.2181573,708.409,20.84,0.627609709,189.9892429,20.83773333,3958.94518,5.24817161,189.1579685,3.083743151,20.83703284,3941.490802,3943.306398132
463,463,463,cutcp,1350,1.0,0,0,0,0.002933333,0.0,0.628607843,0,14812390.76,15584013.45,97.07058824,0.984313725,0.982352941,96.18039216,196.1030706,728.12,20.70666667,0.628607843,183.9663378,20.70674286,3809.343652,5.283726793,183.9531161,3.077619433,20.70684433,3809.088539,4060.640915877677
464,464,464,cutcp,1357,1.0,0,0,0,0.002939446,0.0,0.627044983,0,13420319.16,13859350.02,94.87543253,0.961937716,0.961937716,93.91349481,195.6157388,733.458,20.7,0.627044983,189.6169258,20.70010476,3925.090229,5.281251259,188.9095002,3.077312261,20.70022045,3910.4683,4049.2457931599997
465,465,465,cutcp,1365,1.0,0,0,0,0.003096447,0.0,0.626634518,0,12530787.99,13546047.11,97.14551607,0.962774958,0.962774958,96.21827411,196.1673401,722.891,20.46666667,0.626634518,196.1178908,20.46683334,4013.912185,5.28405281,196.0346023,3.066501345,20.46702902,4012.245895,4014.891561367224
466,466,466,cutcp,1372,1.0,0,0,0,0.003221374,0.0,0.624152672,0,15233467.82,15941716.18,96.9351145,0.958015267,0.958015267,95.9351145,202.5862176,732.551,20.28666667,0.624152672,194.1198016,20.28666667,3938.043709,5.316089589,193.2853146,3.058080899,20.28666667,3921.114749,4109.799068387287
467,467,467,cutcp,1380,1.0,0,0,0,0.003380282,0.0,0.626488934,0,16886808.15,16823096.33,96.32997988,0.967806841,0.967806841,95.42454728,201.4275694,733.104,20.98,0.626488934,180.9430934,20.98,3796.1861,5.310382141,179.8732853,3.090132949,20.98,3773.741526,4225.950406012001
468,468,468,dgemm,510,1.0,0,0,0,0.203650503,0.860798788,0.626488934,0,18900237.74,26640559.64,99.71425479,33.41249053,32.66446585,99.05422665,87.71259996,5746.144,10.920279,0.860798788,88.11393975,15.87546963,1398.850174,4.485401931,87.63710736,2.478241067,11.08871666,971.7830521,957.846063378589
469,469,469,dgemm,517,1.0,0,0,0,0.206338089,0.8546484,0.626488934,0,17590818.62,25821859.89,99.6586684,33.60386943,32.87008214,99.00756593,88.26052594,5736.14,10.836378,0.8546484,88.04075505,12.58243578,1107.767147,4.491559351,87.61477812,2.47117767,10.98798247,962.7096463,956.4244215646453
470,470,470,dgemm,525,0.999858895,0,0,0,0.209353848,0.847106806,0.626488934,0,20546433.7,27395198.73,99.75729947,33.6731792,33.49310757,99.09009009,88.8082783,5736.142,10.751068,0.847106806,89.38519271,11.05081968,987.7796463,4.497677157,89.39066208,2.46394413,10.71743845,958.0389188,954.7838389662244
471,471,471,dgemm,532,1.0,0,0,0,0.201922473,0.84236043,0.626488934,0,19373942.17,26030559.56,99.69462366,33.93096774,33.58354839,99.06021505,89.34691151,5728.396,10.68474,0.84236043,88.86025665,26.24039379,2331.728127,4.503656833,88.88950885,2.458283717,11.85445963,1053.737094,954.6485192873573
472,472,472,dgemm,540,1.0,0,0,0,0.214134445,0.834628867,0.626488934,0,19517804.12,26617954.35,99.79033928,34.50810811,33.74525589,99.16112708,89.89237148,5723.584,10.610102,0.834628867,90.52655888,10.58718827,958.4217219,4.509676076,90.52914604,2.451875581,10.54552744,954.6775939,953.7672304246909
473,473,473,dgemm,547,1.0,0,0,0,0.203876305,0.82760282,0.626488934,0,18668570.36,25425696.88,99.71630024,34.6410171,33.87097491,99.06906507,90.34155641,5729.013,10.579123,0.82760282,90.41783288,15.02017442,1358.09162,4.514605847,90.38270155,2.449203735,10.89152876,984.405793,955.7344372728284
474,474,474,dgemm,555,1.0,0,0,0,0.209060586,0.818990311,0.626488934,0,19246469.32,26699990.23,99.84853547,34.74640829,34.54660875,99.22630582,90.88242989,5723.572,10.498566,0.818990311,91.15257994,11.52766664,1050.776555,4.520509824,91.13419136,2.442222332,10.51197029,957.9999116,954.1351884405377
475,475,475,dgemm,562,1.0,0,0,0,0.215487264,0.816312031,0.626488934,0,18887465.27,27179686.66,99.77700705,34.7987264,34.58585399,99.13543325,91.22386661,5712.511,10.440834,0.816312031,91.5615666,10.63879481,974.1047196,4.524218954,91.62553339,2.437188885,10.37769851,950.8621611,952.4532481131528
476,476,476,dgemm,570,1.0,0,0,0,0.226514364,0.808557625,0.626488934,0,21073935.94,29474670.27,99.80629045,35.36391507,34.67366867,99.13988872,91.78082559,5708.923,10.379019,0.808557625,93.73794656,10.1788313,954.1427448,4.530239998,94.33273281,2.431771221,10.11742041,954.4039164,952.5949326342962
477,477,477,dgemm,577,0.999880284,0,0,0,0.213283652,0.804157063,0.626488934,0,19160088.18,26591595.61,99.7571314,35.50452515,34.7291786,99.06300836,92.21292302,5700.768,10.313646,0.804157063,93.18804952,10.62703119,990.3123091,4.534886371,93.0547098,2.426009608,10.35061486,963.1734622,951.051444653531
478,478,478,dgemm,585,1.0,0,0,0,0.222593875,0.819872348,0.626488934,0,18101016.48,26209500.97,99.64433995,36.44879,35.81557518,98.96696869,94.3665324,5648.09,9.976361,0.819872348,94.35677491,10.3433163,975.961968,4.557727703,94.73941207,2.39574396,10.32715242,978.3883484,941.4345935405964
479,479,479,dgemm,592,1.0,0,0,0,0.228230441,0.816070304,0.626488934,0,20055238.43,27590055.81,99.76186531,36.5210084,36.19280388,99.07160611,94.91523612,5648.043,9.918523,0.816070304,95.41034066,10.29786786,982.5230802,4.563464844,95.68985732,2.390460705,10.2346594,979.3530973,941.4189525066508
480,480,480,dgemm,600,1.0,0,0,0,0.231458811,0.808998806,0.626488934,0,21619383.26,31240979.03,99.69090258,36.8517192,36.39732569,99.02554919,95.51776313,5643.835,9.838833,0.808998806,97.02387467,9.88076982,958.6705727,4.569727065,97.17401002,2.383135333,9.801313471,952.4329335,939.7833199696273
481,481,481,dgemm,607,1.0,0,0,0,0.216393577,0.804922256,0.626488934,0,18329056.24,26157158.24,99.79544916,37.12562219,36.46776487,99.1979142,95.97092913,5631.369,9.792271,0.804922256,97.76817137,10.15334861,992.6743272,4.574411234,97.4734567,2.37883023,10.01439389,976.1375891,939.7733461627543
482,482,482,dgemm,615,1.0,0,0,0,0.232821805,0.841573584,0.626488934,0,17075272.78,26220936.12,99.6958548,38.5607064,38.29801325,99.00159431,99.87359664,5540.607,9.255043,0.841573584,100.1021421,9.733643707,974.3585855,4.613868215,99.85151671,2.327769585,9.555409256,954.122107,924.3344314678556
483,483,483,dgemm,622,0.999648835,0,0,0,0.246973847,0.839585711,0.626488934,0,18965254.76,27854431.11,99.63183547,38.71005706,38.4764622,98.95030908,100.4843368,5520.956,9.148643,0.839585711,100.8676118,9.150346951,922.9736441,4.619904469,100.8318677,2.317340002,9.108888511,918.4662412,919.2953244749623
484,484,484,dgemm,630,0.999806996,0,0,0,0.247933668,0.843401059,0.626488934,0,21495246.63,28888255.91,99.70610368,39.54919175,38.85897436,99.05615942,101.7736232,5496.608,9.013838,0.843401059,101.9504346,9.105744515,928.3346106,4.632528736,101.7209086,2.303967936,9.093297577,924.9784917,917.3709521978416
485,485,485,dgemm,637,1.0,0,0,0,0.242554548,0.838877369,0.626488934,0,18689278.43,27481270.41,99.70276123,39.66404981,39.37736871,99.07133189,102.1939164,5484.007,8.947476,0.838877369,102.4546459,9.913586124,1015.692956,4.636609902,102.0591521,2.297318851,9.066468294,925.3160666,914.3776143350065
486,486,486,dgemm,645,0.999602025,0,0,0,0.246962593,0.833385037,0.626488934,0,21078729.41,30793008.48,99.71227675,39.75924624,39.51849248,99.04007875,102.6699512,5485.942,8.893076,0.833385037,105.8271134,8.983933496,950.7437488,4.641212307,105.3418422,2.291835119,8.880888068,935.5291095,913.0516789378912
487,487,487,dgemm,652,1.0,0,0,0,0.266444142,0.871086397,0.626488934,0,20445065.4,30103828.77,99.66928909,41.82920898,41.61436132,98.9696753,107.3680903,5418.134,8.413749,0.871086397,104.444138,8.825962907,921.8200878,4.685533676,104.6732127,2.24217128,8.73806212,914.6410349,903.3681623935347
488,488,488,dgemm,660,1.0,0,0,0,0.273055439,0.867746204,0.626488934,0,19451733.05,29197994.07,99.78813205,42.41036356,41.67182059,99.07131913,107.8392379,5407.191,8.365599,0.867746204,107.7136363,8.521961295,917.9314394,4.689871912,107.684512,2.237043295,8.410424837,905.6724943,902.1398207370021
489,489,489,dgemm,667,1.0,0,0,0,0.279432016,0.863436867,0.626488934,0,19379168.94,29681200.8,99.66528749,42.63033243,41.84277358,99.02339849,108.410898,5396.12,8.304407,0.863436867,108.3559681,8.457790803,916.4521105,4.695110501,108.257901,2.230488159,8.392862381,908.5936648,900.2882202274859
490,490,490,dgemm,675,1.0,0,0,0,0.277909127,0.858688056,0.626488934,0,18094677.78,27776083.55,99.66613525,42.65032549,42.41570347,99.00544706,108.9712839,5390.439,8.240763,0.858688056,110.8988868,9.545739539,1058.611889,4.700219276,110.8400229,2.223624458,8.572357612,950.160314,898.0065244256157
491,491,491,dgemm,682,1.0,0,0,0,0.293132758,0.90253627,0.626488934,0,21458542.9,32401174.62,99.65362698,45.92638226,45.17788387,99.012783,114.767063,5340.0,7.747669,0.90253627,112.4633792,7.874334205,885.5742336,4.751580095,112.3382364,2.168787265,7.969806233,895.3139767,889.1772162261469
492,492,492,dgemm,690,1.0,0,0,0,0.294659239,0.900730269,0.626488934,0,20324817.78,30553563.08,99.75781492,46.00433302,45.69622408,99.15583411,115.4091442,5319.686,7.688903,0.900730269,114.6354423,7.784978699,892.4344764,4.757111091,114.6109662,2.162046694,7.829814334,897.382586,887.3697150668125
493,493,493,dgemm,697,1.0,0,0,0,0.301103276,0.898146361,0.626488934,0,20892099.2,31337163.34,99.70953687,46.26206229,46.00855253,99.02662579,116.0583571,5313.602,7.634004,0.898146361,115.4366904,7.765409887,896.4132169,4.762672589,115.5071469,2.15570836,7.776935252,898.2916026,885.9899623348284
494,494,494,dgemm,705,1.0,0,0,0,0.291709141,0.894559249,0.626488934,0,20989831.54,31145661.08,99.64712219,46.68390274,45.99399815,99.02046784,116.6070175,5309.27,7.583523,0.894559249,116.2932416,8.666187523,1007.819039,4.767348706,116.3466195,2.149844435,8.043717392,935.8593268,884.2919991726525
495,495,495,dgemm,712,1.0,0,0,0,0.308013716,0.908853477,0.626488934,0,21481599.74,31946695.38,99.71421656,48.34113281,47.53203163,99.05131515,119.403326,5286.621,7.414386,0.908853477,116.7300634,7.580280522,884.846626,4.790847157,116.6196308,2.12994286,7.625487594,889.2815478,885.3023486478361
496,496,496,dgemm,720,1.0,0,0,0,0.317997189,0.927406979,0.626488934,0,23876657.14,35940770.54,99.64858608,50.05391103,49.19546883,98.97717877,122.3661417,5264.241,7.172101,0.927406979,121.1986678,8.135286404,985.9858744,4.815156695,121.8388847,2.100726036,7.823056053,953.1524244,877.6223272527117
497,497,497,dgemm,727,1.0,0,0,0,0.324252372,0.922104045,0.626488934,0,21044055.56,32813695.3,99.74280007,50.23439321,49.65690028,99.09355752,123.0320789,5248.809,7.120528,0.922104045,122.5281151,7.320247461,896.9361235,4.820540233,122.524588,2.094395177,7.372550346,903.3186937,876.0533627056592
498,498,498,dgemm,735,1.0,0,0,0,0.323773398,0.919650621,0.626488934,0,20629625.43,32216960.68,99.61489433,50.17393492,50.00972828,98.97635022,123.632473,5242.236,7.067932,0.919650621,123.3194292,7.216004118,889.8735089,4.82536919,123.5820624,2.087897192,7.160182094,884.8700704,873.825912155836
499,499,499,dgemm,742,1.0,0,0,0,0.333373005,0.925535484,0.626488934,0,21423473.61,33817801.03,99.5179966,50.89847199,50.6196944,98.88675722,125.1082138,5226.83,7.003892,0.925535484,125.0049641,7.315218065,914.4385715,4.837140378,124.4816385,2.079927923,7.136367932,888.3467731,876.2444177681095
500,500,500,dgemm,750,1.0,0,0,0,0.362208112,0.955943323,0.626488934,0,21902472.4,35273329.12,99.66347857,53.91480694,53.22493801,98.99486362,129.8248353,5191.374,6.656168,0.955943323,132.1580632,10.02700416,1325.14945,4.873859293,131.6991969,2.035511597,8.109712371,1068.042606,864.1359143291303
501,501,501,dgemm,757,0.999526278,0,0,0,0.362112491,0.952133909,0.626488934,0,23762040.97,34290512.76,99.48704104,54.08909287,53.82955364,98.81227502,130.6634235,5194.145,6.606694,0.952133909,132.7449258,7.604694702,1009.484634,4.880248844,132.2627882,2.029028649,6.944881788,918.5494291,863.253256056909
502,502,502,dgemm,765,1.0,0,0,0,0.083,0.947894737,0.626488934,0,5058095.0,8623638.0,100.0,55.0,54.47368421,99.0,130.8214211,81.277,6.55757,0.947894737,92.8193722,20.13320464,1868.751415,4.881448136,90.86441922,2.02254971,19.0092269,1727.262362,857.8706263627271
503,503,503,dgemm,772,0.999827041,0,0,0,0.376857355,0.953925237,0.626488934,0,22263239.76,36159566.08,99.68960387,55.32657616,54.62878929,98.98084434,132.7614495,5166.272,6.504762,0.953925237,134.045766,8.041912973,1077.984385,4.896057986,132.9360303,2.015537752,7.345776906,976.5184214,863.581631772519
504,504,504,dgemm,780,1.0,0,0,0,0.399332316,0.978686379,0.626488934,0,25340363.9,41128271.73,99.66005341,58.00534147,57.37409386,98.70583747,137.086542,5145.408,6.255918,0.978686379,138.4682671,6.156487868,852.4782065,4.927880605,137.7446875,1.981817412,6.149772695,847.0985181,857.6021656555561
505,505,505,dgemm,787,1.0,0,0,0,0.393594751,0.973248939,0.626488934,0,24230978.11,39558053.04,99.68004631,57.48436897,57.0920494,98.99517561,137.2981378,5124.805,6.217541,0.973248939,139.1004764,6.144772505,854.7407828,4.929411774,137.6812284,1.976514313,6.182684661,851.2396189,853.6568009951498
506,506,506,dgemm,795,1.0,0,0,0,0.325039734,0.972878581,0.626488934,0,18627370.63,30772334.72,99.55756792,57.94806875,57.46959897,98.84124931,138.1970471,5118.317,6.178033,0.972878581,124.1068052,6.131973879,761.0196876,4.935890534,122.1050843,1.97102539,6.354944044,775.9709782,853.7859174863543
507,507,507,dgemm,802,1.0,0,0,0,0.392259143,0.981815568,0.626488934,0,24049800.09,39135805.79,99.62605124,58.71230198,58.28593781,98.92489732,139.9753033,5096.955,6.082087,0.981815568,141.9355075,6.160812104,874.4379926,4.948584721,138.8851352,1.957568638,6.167789586,856.6142906,851.341972521987
508,508,508,dgemm,810,1.0,0,0,0,0.428147833,0.993436817,0.626488934,0,26345877.63,42442299.5,99.60145808,61.28635075,60.70311867,98.86452005,143.1635002,5106.063,5.949849,0.993436817,145.3911628,5.865688166,852.8192231,4.970948074,144.5449629,1.938719933,5.853622882,846.1117023,851.8012085014698
509,509,509,dgemm,817,1.0,0,0,0,0.430832018,0.990722526,0.626488934,0,26094581.63,42674473.61,99.49726776,61.49241044,61.00242866,98.80429063,144.1946912,5093.287,5.894427,0.990722526,145.2659405,5.886364545,855.0882818,4.97807554,144.481528,1.930713404,5.882794082,849.9550778,849.9450810659424
510,510,510,dgemm,825,1.0,0,0,0,0.41365132,0.989955392,0.626488934,0,24743954.58,40743155.72,99.68897074,61.59341109,60.81747493,99.00572949,145.0045707,5077.21,5.838724,0.989955392,146.3863685,5.822115926,852.2784075,4.983637927,145.4979212,1.922601165,5.823398054,847.2923112,846.6416670557867
511,511,511,dgemm,832,1.0,0,0,0,0.420085056,0.993568362,0.626488934,0,24961019.38,40667399.16,99.43441971,62.40779014,61.78616852,98.69157393,146.3462146,5071.045,5.782562,0.993568362,145.7666801,5.838356875,851.0378989,4.992785019,145.3541626,1.914354907,5.821215175,846.1378571,846.2560593898053
512,512,512,dgemm,840,1.0,0,0,0,0.440497427,0.993211978,0.626488934,0,26013596.03,42342539.93,99.55484668,63.23441037,62.77464499,98.86890307,147.7351315,5071.271,5.732144,0.993211978,148.4352262,5.730870833,850.6631084,5.002167083,147.8112121,1.906893666,5.71793097,845.1743074,846.839047616936
513,513,513,dgemm,847,1.0,0,0,0,0.447989076,0.993539916,0.626488934,0,26181423.78,42804785.93,99.55714286,63.48109244,62.97878151,98.86302521,148.5855517,5059.632,5.681075,0.993539916,148.7116277,5.653995094,840.8148134,5.007868481,148.5028117,1.899278903,5.648139574,838.7646076,844.1256631240775
514,514,514,dgemm,855,1.0,0,0,0,0.239777778,0.995,0.626488934,0,13950929.78,23251550.11,100.0,59.77777778,59.33333333,99.27777778,147.3128333,255.862,5.63351,0.995,120.7225775,5.741252318,693.0987779,4.999323781,112.453595,1.892134076,5.748286455,646.415477,829.888319523883
515,515,515,dgemm,862,0.999224995,0,0,0,0.439689364,0.99196384,0.626488934,0,25611736.35,42102805.15,99.63353775,64.73271305,64.33326285,98.96849228,151.0746046,5055.625,5.580065,0.99196384,151.5693204,5.622834567,852.2492141,5.02437122,151.1904415,1.884044624,5.619726063,849.6488646,843.006113517299
516,516,516,dgemm,870,1.0,0,0,0,0.436660918,0.993416038,0.626488934,0,25069535.37,40872512.27,99.25220953,64.93145074,64.39534382,98.61543436,151.8563984,5046.513,5.532629,0.993416038,152.2239994,5.545695504,844.187949,5.029498908,152.1188948,1.876809466,5.558834865,845.6038161,840.1651136233935
517,517,517,dgemm,877,1.0,0,0,0,0.453472688,0.99391012,0.626488934,0,26400454.1,43746218.1,99.44178455,65.76343852,65.26071817,98.73841132,153.2919243,5037.029,5.484787,0.99391012,152.2193634,5.50720807,838.3037065,5.03884642,152.2045586,1.869458972,5.508652562,838.4420317,840.7735536056241
518,518,518,dgemm,885,1.0,0,0,0,0.454534806,0.993018072,0.626488934,0,26468334.58,43670795.14,99.48259705,65.73650156,65.2173137,98.79228023,153.7595841,5011.899,5.437444,0.993018072,153.7591014,5.441681324,836.7080304,5.041872842,153.7279976,1.862131567,5.444286844,836.9393149,836.0591280070405
519,519,519,dgemm,892,1.0,0,0,0,0.46304023,0.992613616,0.626488934,0,26445762.19,44088740.76,99.62312113,65.5877542,65.0694076,98.92418214,154.5911768,4990.687,5.390539,0.992613616,155.9445497,5.352373344,834.6734509,5.047231906,155.8491387,1.854818615,5.348055936,833.4899113,833.3297675962953
520,520,520,dgemm,900,0.999657966,0,0,0,0.412703195,0.990966472,0.626488934,0,25791025.59,38264095.19,99.67191719,66.92506751,66.43654365,99.01080108,155.8642203,4997.809,5.34791,0.990966472,154.5862147,5.455937237,843.4126851,5.055380592,155.2256211,1.848125625,5.467846275,848.7498341,833.547822384573
521,521,521,dgemm,907,1.0,0,0,0,0.455089814,0.994143921,0.626488934,0,25237354.81,41981422.21,99.22957284,67.93800657,67.41686747,98.57634173,157.2977516,5007.921,5.303015,0.994143921,155.9994232,5.371952614,838.0215093,5.064477763,155.8400523,1.84102809,5.371673518,837.121882,834.152336201074
522,522,522,dgemm,915,1.0,0,0,0,0.464028473,0.991940987,0.626488934,0,26400163.67,43911153.89,99.55614237,68.31159587,67.7673938,98.89001148,158.5038046,4993.928,5.260564,0.991940987,158.4071475,5.240986279,830.2096866,5.072067775,158.5781847,1.834270277,5.230917143,829.5093449,833.8194083417943
523,523,523,dgemm,922,1.0,0,0,0,0.461944598,0.994142659,0.626488934,0,26376065.18,44044281.77,99.48476454,67.49930748,66.98753463,98.83725762,158.9825577,4967.99,5.214915,0.994142659,158.0667219,5.28500541,835.3834804,5.075064795,158.1468486,1.826952048,5.279639186,834.958299,829.0805248880956
524,524,524,dgemm,930,1.0,0,0,0,0.468379263,0.991132333,0.626488934,0,26449135.63,44273364.21,99.38085493,68.20395634,67.74374716,98.72419281,160.1601712,4963.626,5.173822,0.991132333,161.0790646,5.182473364,834.7879617,5.082398723,161.700534,1.820318095,5.18276725,838.0562318,828.6402172783265
525,525,525,dgemm,937,1.0,0,0,0,0.47931574,0.994095516,0.626488934,0,26447071.93,44491212.29,99.36244745,69.27673984,68.74871555,98.59668379,161.4328916,4973.914,5.133967,0.994095516,162.67572,5.11031774,831.3246178,5.090264942,162.640848,1.813841686,5.109897709,831.0780966,828.7911381889772
526,526,526,dgemm,945,1.0,0,0,0,0.479226654,0.993703895,0.626488934,0,26664634.65,44622878.36,99.31323322,70.41529798,69.84045049,98.21539183,162.8866924,4979.986,5.094774,0.993703895,163.2537946,5.083376446,829.8804943,5.099175289,163.2118139,1.807431683,5.087555316,830.3491315,829.8708853855176
527,527,527,dgemm,952,1.0,0,0,0,0.482547231,0.993292462,0.626488934,0,26348109.94,43838689.72,99.51465798,71.0967892,70.5276873,98.77780363,164.2626331,4968.861,5.053384,0.993292462,163.4620441,5.085994593,831.3670724,5.107535924,163.4461202,1.800617455,5.082556421,830.7241278,830.0821619054104
528,528,528,dgemm,960,1.0,0,0,0,0.481778017,0.992385185,0.626488934,0,26420560.19,44315547.13,99.21648746,70.83703704,70.39378734,98.45185185,165.0513677,4958.585,5.01446,0.992385185,164.6530753,5.031165785,828.3969188,5.112297184,164.5579608,1.79416657,5.021187182,826.2763235,827.6434812769419
529,529,529,dgemm,967,1.0,0,0,0,0.48920621,0.99057004,0.626488934,0,27031282.32,45171464.76,99.32329936,70.63782887,70.06375918,98.72149799,165.5480936,4936.041,4.974308,0.99057004,165.8010501,4.991874771,827.658079,5.115284118,165.8137234,1.787468275,4.995970994,828.4005525,823.4872063792287
530,530,530,dgemm,975,1.0,0,0,0,0.496046905,0.993274178,0.626488934,0,27152544.85,44959133.86,99.37862669,71.13249516,70.71058994,98.69535783,166.3646673,4926.859,4.937262,0.993274178,166.6512055,4.940956981,823.4164372,5.120175068,166.4480502,1.781248084,4.932772797,821.0504141,821.3859500029325
531,531,531,dgemm,982,1.0,0,0,0,0.517757685,0.988466138,0.626488934,0,28034689.31,46296495.11,99.40057637,71.87175793,71.4512488,98.72286263,167.7813091,4931.065,4.8996,0.988466138,173.542727,4.852411678,842.1007551,5.128603848,173.4277396,1.774884552,4.846450324,840.5089247,822.06130206636
532,532,532,dgemm,990,1.0,0,0,0,0.518219966,0.992033276,0.626488934,0,27259866.74,46247007.57,99.54979202,72.02666993,71.4746758,98.82407634,168.6302207,4913.645,4.862385,0.992033276,172.2456599,4.807627094,828.0929013,5.133620896,172.3929548,1.768556517,4.809073205,829.0503397,819.9450556783694
533,533,533,dgemm,997,1.0,0,0,0,0.476235788,0.988992091,0.626488934,0,25142684.88,42345024.11,99.46292635,73.08650519,72.60108749,98.80820564,170.2908265,4928.279,4.827687,0.988992091,164.6997599,4.932943269,812.4545721,5.143362852,164.7951554,1.762620181,4.936798526,813.5604803,822.1108093133056
534,534,534,dgemm,1005,1.0,0,0,0,0.50436675,0.9930915,0.626488934,0,27218136.1,45671999.4,99.51825,73.388,72.8365,98.864,171.1591582,4912.253,4.791822,0.9930915,172.0850087,4.78058444,822.6669149,5.148419387,171.8955265,1.756446923,4.782007933,822.0057713,820.1642197642404
535,535,535,dgemm,1012,1.0,0,0,0,0.505821304,0.991841463,0.626488934,0,27151254.71,45187740.18,99.53409657,73.94649079,73.45196615,98.87854654,172.3427265,4908.717,4.75675,0.991841463,171.9036651,4.768008957,819.638215,5.155270713,171.7932324,1.750373079,4.766954386,818.9305027,819.791264278875
536,536,536,dgemm,1020,1.0,0,0,0,0.518998046,0.993000733,0.626488934,0,27881883.7,46913045.82,99.58988764,74.80459209,74.2826087,98.87518319,173.7023207,4909.047,4.723916,0.993000733,172.0194975,4.712459076,810.6348423,5.163083501,172.0801058,1.744653187,4.715673237,811.4735495,820.5551719918612
537,537,537,dgemm,1027,1.0,0,0,0,0.5173844,0.99163013,0.626488934,0,26975191.35,45775698.16,99.61661993,74.59367831,74.12974764,98.94111649,174.3933431,4895.773,4.687757,0.99163013,174.6057946,4.694029811,819.604805,5.167031127,174.6308649,1.73831597,4.695789861,820.0298448,817.5136148704269
538,538,538,dgemm,1035,1.0,0,0,0,0.507753815,0.989420651,0.626488934,0,25973892.57,44023916.76,99.43591048,74.65793489,74.16225839,98.72024415,175.0509385,4881.56,4.654215,0.989420651,175.3252773,4.631598415,812.0362765,5.170773376,175.0820485,1.732401285,4.632566765,811.079279,814.7247037307775
539,539,539,dgemm,1042,1.0,0,0,0,0.514416732,0.992034248,0.626488934,0,26914443.16,45831439.1,99.2227451,74.77934641,74.13908497,98.57359477,176.0794677,4877.425,4.621534,0.992034248,175.0053528,4.636364857,811.3886675,5.176598602,175.0487029,1.72660458,4.639241939,812.0932839,813.7572466774518
540,540,540,dgemm,1050,0.999092944,0,0,0,0.51021643,0.990268299,0.626488934,0,27478341.14,46257012.88,99.30173776,74.81121643,74.23091101,98.63322801,176.6422783,4869.356,4.587527,0.990268299,175.8657902,4.579857519,805.4402615,5.179771856,175.8554288,1.720536792,4.578855394,805.2165787,810.351221042764
541,541,541,dgemm,1057,1.0,0,0,0,0.51725637,0.992669031,0.626488934,0,27644284.33,46063505.45,99.46650906,75.87496717,75.41817704,98.83609141,178.0255884,4861.979,4.557103,0.992669031,174.0513201,4.62752604,805.4270161,5.187528748,174.1042835,1.715076929,4.61978529,804.3244079,811.2809429744052
542,542,542,dgemm,1065,1.0,0,0,0,0.570660102,0.991676215,0.626488934,0,28808310.98,48620552.64,99.57928389,76.64782609,76.09820972,98.87468031,179.3384379,4863.37,4.527439,0.991676215,177.6446909,4.482404241,796.2753158,5.194835296,177.9273923,1.709724598,4.484629144,797.9383691,811.9438379475381
543,543,543,dgemm,1072,1.0,0,0,0,0.559437533,0.991686879,0.626488934,0,28230393.52,48077784.85,99.37767904,76.69864088,76.18269733,98.64741244,180.2876592,4857.081,4.496443,0.991686879,178.9232013,4.498361069,804.861163,5.200085047,178.9103068,1.704101156,4.49351357,803.9358914,810.6531831962257
544,544,544,dgemm,1080,1.0,0,0,0,0.524752412,0.989957128,0.626488934,0,27262084.09,45956974.42,99.52438371,76.99464094,76.56350482,98.83762058,181.3577843,4854.124,4.467016,0.989957128,180.8341992,4.469751369,808.2839095,5.205970605,180.8391213,1.698732947,4.467432048,807.8864859,810.1281241926488
545,545,545,dgemm,1087,1.0,0,0,0,0.518906727,0.991488341,0.626488934,0,27403478.3,46199845.63,99.56392388,77.08523184,76.63146609,98.85955508,182.2559665,4844.502,4.434962,0.991488341,180.1793513,4.534590209,817.0395222,5.2108839,179.7546744,1.692852529,4.531771225,814.6070609,808.2982857007729
546,546,546,dgemm,1095,1.0,0,0,0,0.546129599,0.989218785,0.626488934,0,27686490.31,47304094.73,99.29765886,77.95429208,77.39882943,98.60869565,183.4209373,4852.53,4.412695,0.989218785,183.0707897,4.405911353,806.5936707,5.217220848,183.0464467,1.68874712,4.405322947,806.3787121,809.3806529190235
547,547,547,dgemm,1102,1.0,0,0,0,0.536065284,0.988748548,0.626488934,0,27308169.38,46044209.82,99.2461964,78.48105118,77.83457815,98.57178423,184.5301806,4857.598,4.384281,0.988748548,182.0214553,4.407349179,802.2321115,5.223217567,182.1255366,1.683483783,4.400608243,801.4631376,809.0321647311486
548,548,548,dgemm,1110,1.0,0,0,0,0.559101414,0.986480424,0.626488934,0,28984671.62,48331447.29,99.57177814,78.94942904,78.46900489,98.87330071,186.4723034,4859.572,4.352165,0.986480424,185.6756515,4.316065189,801.3882158,5.233631119,185.5286676,1.677501152,4.3126456,800.1193919,811.558232326861
549,549,549,dgemm,1117,1.0,0,0,0,0.559101414,0.994,0.626488934,0,28984671.62,48331447.29,100.0,79.93530997,79.45822102,99.13746631,189.2469299,94.846,4.330843,0.994,183.6950914,4.404400539,809.0667596,5.248322859,183.5591218,1.673509387,4.398445548,807.3748021,819.5987416289056
